Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"MEDICAL CENTER BARBOUR","010069","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","1","","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"CLAY COUNTY HOSPITAL","010073","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","1","","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","4","","8","","2","","7","","4","","01-JAN-14","31-DEC-15","5.7500","","No",""
"ATHENS LIMESTONE HOSPITAL","010079","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.8000","","10","","4","","1","","9","","5","","01-JAN-14","31-DEC-15","5.6800","","No",""
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","3.2000","","1","","2","","4","","6","","3","","01-JAN-14","31-DEC-15","4.0700","","No",""
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","3.6000","","3","","3","","5","","5","","2","","01-JAN-14","31-DEC-15","4.5600","","No",""
"NORTHWEST MEDICAL CENTER","010086","AL","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","3.0000","","N/A","5","N/A","5","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.0000","","No",""
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","7.8000","","9","","8","","8","","10","","4","","01-JAN-14","31-DEC-15","7.3800","","Yes",""
"WALKER BAPTIST MEDICAL CENTER","010089","AL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.8000","","9","","7","","2","","5","","6","","01-JAN-14","31-DEC-15","5.2300","","No",""
"PROVIDENCE HOSPITAL","010090","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.8000","","4","","3","","4","","9","","4","","01-JAN-14","31-DEC-15","5.5800","","No",""
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.6000","","No",""
"D C H REGIONAL MEDICAL CENTER","010092","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.8000","","6","","6","","7","","5","","5","","01-JAN-14","31-DEC-15","5.8300","","No",""
"HALE COUNTY HOSPITAL","010095","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"ELMORE COMMUNITY HOSPITAL","010097","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"D W MCMILLAN MEMORIAL HOSPITAL","010099","AL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.3333","","N/A","5","7","","7","","N/A","5","5","","01-JAN-14","31-DEC-15","6.7333","","Yes",""
"THOMAS HOSPITAL","010100","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.4000","","3","","3","","6","","8","","2","","01-JAN-14","31-DEC-15","4.3400","","No",""
"CITIZENS BAPTIST MEDICAL CENTER","010101","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","1","","1","","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"J PAUL JONES HOSPITAL","010102","AL","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"BAPTIST MEDICAL CENTER-PRINCETON","010103","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.8000","","10","","6","","2","","10","","6","","01-JAN-14","31-DEC-15","6.3800","","No",""
"GRANDVIEW MEDICAL CENTER","010104","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.6000","","3","","5","","2","","10","","3","","01-JAN-14","31-DEC-15","5.4100","","No",""
"PRATTVILLE BAPTIST HOSPITAL","010108","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","N/A","5","1","","1","","4","","6","","01-JAN-14","31-DEC-15","3.3000","","No",""
"PICKENS COUNTY MEDICAL CENTER","010109","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"BULLOCK COUNTY HOSPITAL","010110","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"BRYAN W. WHITFIELD MEMORIAL HOSPITAL","010112","AL","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.0000","","N/A","5","N/A","5","N/A","5","N/A","5","5","","01-JAN-14","31-DEC-15","4.7000","","No",""
"MOBILE INFIRMARY MEDICAL CENTER","010113","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","7","","4","","5","","9","","3","","01-JAN-14","31-DEC-15","6.2600","","No",""
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","010114","AL","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.8000","","10","","8","","8","","5","","3","","01-JAN-14","31-DEC-15","6.9800","","Yes",""
"VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","010118","AL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.2000","","9","","3","","3","","8","","8","","01-JAN-14","31-DEC-15","5.4200","","No",""
"MONROE COUNTY HOSPITAL","010120","AL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.5000","","N/A","5","1","","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","2.8750","","No",""
"LAKELAND COMMUNITY HOSPITAL","010125","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.3000","","No",""
"JACKSON MEDICAL CENTER","010128","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"NORTH BALDWIN INFIRMARY","010129","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","3.5000","","N/A","5","1","","9","","1","","3","","01-JAN-14","31-DEC-15","3.5750","","No",""
"ST VINCENT'S ST CLAIR","010130","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.2500","","1","","1","","6","","N/A","5","9","","01-JAN-14","31-DEC-15","4.5125","","No",""
"CRESTWOOD MEDICAL CENTER","010131","AL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.2000","","10","","8","","6","","5","","2","","01-JAN-14","31-DEC-15","5.5700","","No",""
"HILL HOSPITAL OF SUMTER COUNTY","010138","AL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"BROOKWOOD MEDICAL CENTER","010139","AL","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.4000","","9","","6","","4","","6","","2","","01-JAN-14","31-DEC-15","5.6400","","No",""
"SPRINGHILL MEMORIAL HOSPITAL","010144","AL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","6","","9","","9","","8","","3","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"RMC JACKSONVILLE","010146","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"EVERGREEN MEDICAL CENTER","010148","AL","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"BAPTIST MEDICAL CENTER EAST","010149","AL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.6000","","7","","3","","2","","6","","5","","01-JAN-14","31-DEC-15","4.0600","","No",""
"L V STABLER MEMORIAL HOSPITAL","010150","AL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.2000","","No",""
"SHOALS HOSPITAL","010157","AL","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.0000","","1","","1","","7","","6","","5","","01-JAN-14","31-DEC-15","3.8500","","No",""
"RUSSELLVILLE HOSPITAL","010158","AL","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.5000","","N/A","5","4","","N/A","5","N/A","5","5","","01-JAN-14","31-DEC-15","4.8750","","No",""
"COOSA VALLEY MEDICAL CENTER","010164","AL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.2500","","1","","1","","1","","N/A","5","6","","01-JAN-14","31-DEC-15","3.2625","","No",""
"JACK HUGHSTON MEMORIAL HOSPITAL","010168","AL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.1500","","No",""
"ATMORE COMMUNITY HOSPITAL","010169","AL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.5000","","N/A","5","1","","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","1.8750","","No",""
"PROVIDENCE ALASKA MEDICAL CENTER","020001","AK","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.4000","","8","","7","","6","","6","","5","","01-JAN-14","31-DEC-15","6.7900","","Yes",""
"MAT-SU REGIONAL MEDICAL CENTER","020006","AK","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.0000","","1","","5","","9","","1","","4","","01-JAN-14","31-DEC-15","4.0000","","No",""
"BARTLETT REGIONAL HOSPITAL","020008","AK","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.5000","","N/A","5","N/A","5","10","","N/A","5","1","","01-JAN-14","31-DEC-15","5.4250","","No",""
"FAIRBANKS MEMORIAL HOSPITAL","020012","AK","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.2000","","1","","4","","9","","4","","3","","01-JAN-14","31-DEC-15","4.9200","","No",""
"ALASKA REGIONAL HOSPITAL","020017","AK","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.8000","","6","","10","","4","","1","","8","","01-JAN-14","31-DEC-15","6.2800","","No",""
"YUKON KUSKOKWIM DELTA REG HOSPITAL","020018","AK","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.7500","","No",""
"CENTRAL PENINSULA GENERAL HOSPITAL","020024","AK","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.6667","","N/A","5","N/A","5","10","","1","","9","","01-JAN-14","31-DEC-15","6.5667","","No",""
"ALASKA NATIVE MEDICAL CENTER","020026","AK","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","8.0000","","8","","N/A","5","7","","9","","8","","01-JAN-14","31-DEC-15","8.3000","","Yes",""
"ABRAZO MARYVALE CAMPUS","030001","AZ","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.6000","","4","","2","","8","","10","","4","","01-JAN-14","31-DEC-15","6.1100","","No",""
"BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","030002","AZ","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.2000","","6","","7","","7","","6","","5","","01-JAN-14","31-DEC-15","6.3200","","No",""
"TUCSON MEDICAL CENTER","030006","AZ","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","7.0000","","6","","7","","9","","4","","9","","01-JAN-14","31-DEC-15","6.2500","","No",""
"VERDE VALLEY MEDICAL CENTER","030007","AZ","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.4000","","3","","2","","8","","1","","8","","01-JAN-14","31-DEC-15","4.4900","","No",""
"ST. MARY'S HOSPITAL","030010","AZ","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","7.2000","","7","","7","","7","","6","","9","","01-JAN-14","31-DEC-15","6.5700","","No",""
"ST JOSEPH'S HOSPITAL","030011","AZ","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.6000","","2","","9","","8","","5","","9","","01-JAN-14","31-DEC-15","6.2100","","No",""
"YAVAPAI REGIONAL MEDICAL CENTER","030012","AZ","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.2000","","3","","2","","3","","10","","8","","01-JAN-14","31-DEC-15","5.9200","","No",""
"YUMA REGIONAL MEDICAL CENTER","030013","AZ","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.6000","","2","","5","","5","","9","","7","","01-JAN-14","31-DEC-15","5.0600","","No",""
"JOHN C. LINCOLN MEDICAL CENTER","030014","AZ","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","9.0000","","10","","9","","8","","8","","10","","01-JAN-14","31-DEC-15","8.2500","","Yes",""
"BANNER CASA GRANDE MEDICAL CENTER","030016","AZ","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.6000","","3","","4","","5","","5","","6","","01-JAN-14","31-DEC-15","5.2600","","No",""
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","030111","AZ","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.6000","","4","","4","","10","","5","","5","","01-JAN-14","31-DEC-15","6.1100","","No",""
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP","030112","AZ","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"WHITERIVER PHS INDIAN HOSPITAL","030113","AZ","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.6000","","No",""
"ORO VALLEY HOSPITAL","030114","AZ","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.0000","","4","","5","","2","","4","","5","","01-JAN-14","31-DEC-15","4.9000","","No",""
"BANNER ESTRELLA MEDICAL CENTER","030115","AZ","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.2000","","7","","3","","3","","6","","2","","01-JAN-14","31-DEC-15","4.6200","","No",""
"VALLEY VIEW MEDICAL CENTER","030117","AZ","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS","030118","AZ","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.1500","","No",""
"MERCY GILBERT MEDICAL CENTER","030119","AZ","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.6000","","3","","3","","8","","8","","6","","01-JAN-14","31-DEC-15","5.2100","","No",""
"GILBERT HOSPITAL","030120","AZ","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"MOUNTAIN VISTA MEDICAL CENTER, LP","030121","AZ","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","5","","3","","5","","8","","7","","01-JAN-14","31-DEC-15","6.2600","","No",""
"BANNER GATEWAY MEDICAL CENTER","030122","AZ","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.0000","","3","","9","","5","","10","","8","","01-JAN-14","31-DEC-15","7.0000","","Yes",""
"SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","030123","AZ","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.6000","","9","","7","","8","","1","","8","","01-JAN-14","31-DEC-15","6.5100","","No",""
"BANNER IRONWOOD MEDICAL CENTER","030130","AZ","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.0000","","N/A","5","N/A","5","9","","N/A","5","3","","01-JAN-14","31-DEC-15","6.4500","","No",""
"O.A.S.I.S. HOSPITAL","030131","AZ","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.1500","","No",""
"FLORENCE HOSPITAL AT ANTHEM, LLC","030132","AZ","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","8.0000","","Yes",""
"BANNER GOLDFIELD MEDICAL CENTER","030134","AZ","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","6","","01-JAN-14","31-DEC-15","6.4500","","No",""
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","030136","AZ","2017","N/A","5","01-JUL-13","30-JUN-15","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","5","No",""
"GREEN VALLEY HOSPITAL","030137","AZ","2017","N/A","5","01-JUL-13","30-JUN-15","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","5","No",""
"SILOAM SPRINGS REGIONAL HOSPITAL","040001","AR","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.5000","","N/A","5","N/A","5","10","","N/A","5","3","","01-JAN-14","31-DEC-15","6.4250","","No",""
"JOHNSON REGIONAL MEDICAL CENTER","040002","AR","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","1.5000","","N/A","5","1","","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","1.7250","","No",""
"WASHINGTON REGIONAL MEDICAL CENTER","040004","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.6000","","9","","8","","5","","7","","4","","01-JAN-14","31-DEC-15","5.9100","","No",""
"CHI-ST VINCENT INFIRMARY","040007","AR","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.0000","","9","","6","","5","","8","","2","","01-JAN-14","31-DEC-15","6.3000","","No",""
"MERCY HOSPITAL NORTHWEST ARKANSAS","040010","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.2000","","4","","6","","6","","1","","4","","01-JAN-14","31-DEC-15","3.8700","","No",""
"CHAMBERS MEMORIAL HOSPITAL","040011","AR","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.4500","","No",""
"WHITE COUNTY MEDICAL CENTER","040014","AR","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","3.2000","","4","","1","","1","","6","","4","","01-JAN-14","31-DEC-15","3.1700","","No",""
"MENA REGIONAL HEALTH SYSTEM","040015","AR","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"UAMS MEDICAL CENTER","040016","AR","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.0000","","4","","8","","4","","7","","7","","01-JAN-14","31-DEC-15","6.6000","","Yes",""
"NORTH ARKANSAS REGIONAL MEDICAL CENTER","040017","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","2.3333","","N/A","5","N/A","5","3","","1","","3","","01-JAN-14","31-DEC-15","2.2833","","No",""
"SPARKS MEDICAL CENTER - VAN BUREN","040018","AR","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.6000","","No",""
"FORREST CITY MEDICAL CENTER","040019","AR","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.0000","","N/A","5","N/A","5","3","","N/A","5","1","","01-JAN-14","31-DEC-15","3.0500","","No",""
"ST BERNARDS MEDICAL CENTER","040020","AR","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.8000","","10","","10","","7","","10","","2","","01-JAN-14","31-DEC-15","7.9800","","Yes",""
"NORTHWEST MEDICAL CENTER-SPRINGDALE","040022","AR","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.6000","","8","","5","","5","","2","","3","","01-JAN-14","31-DEC-15","4.0600","","No",""
"CHI ST. VINCENT HOSPITAL HOT SPRINGS","040026","AR","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.2000","","4","","9","","4","","7","","7","","01-JAN-14","31-DEC-15","6.0200","","No",""
"BAXTER REGIONAL MEDICAL CENTER","040027","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.8000","","5","","7","","7","","6","","4","","01-JAN-14","31-DEC-15","5.2300","","No",""
"CONWAY REGIONAL MEDICAL CENTER","040029","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.0000","","7","","2","","2","","7","","7","","01-JAN-14","31-DEC-15","4.5500","","No",""
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","040036","AR","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.4000","","9","","7","","5","","5","","6","","01-JAN-14","31-DEC-15","5.5900","","No",""
"ARKANSAS METHODIST MEDICAL CENTER","040039","AR","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.2500","","N/A","5","3","","1","","3","","2","","01-JAN-14","31-DEC-15","2.5125","","No",""
"ST MARYS REGIONAL MEDICAL CENTER","040041","AR","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.0000","","1","","1","","6","","10","","2","","01-JAN-14","31-DEC-15","3.8500","","No",""
"FIVE RIVERS MEDICAL CENTER","040047","AR","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.6000","","No",""
"OUACHITA COUNTY MEDICAL CENTER","040050","AR","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.0000","","N/A","5","1","","9","","N/A","5","2","","01-JAN-14","31-DEC-15","3.7000","","No",""
"DREW MEMORIAL HOSPITAL","040051","AR","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.0000","","N/A","5","N/A","5","N/A","5","N/A","5","7","","01-JAN-14","31-DEC-15","6.5500","","No",""
"SPARKS REGIONAL MEDICAL CENTER","040055","AR","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.4000","","10","","2","","7","","10","","3","","01-JAN-14","31-DEC-15","6.6400","","Yes",""
"MERCY HOSPITAL FORT SMITH","040062","AR","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","3.8000","","3","","6","","3","","2","","5","","01-JAN-14","31-DEC-15","3.3800","","No",""
