ASC_Name,Provider_ID,NPI,City,State,Zip_Code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date
Gastroenterology and Surgery Center of Arkansas dba Kanis Endoscopy Center,04C0001014,1235376104,Little Rock,AR,72205,2015,0.510,,1.530,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,9486,9486,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,97.14,,2015/2016,37.54,,23.27,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Surgical Pavilion, LLC",04C0001043,1245297829,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.773,,997.67,,01/01/2015,12/31/2015,Yes,,5382,0,359,1328,0,119,3576,0,0,,01/01/2015,12/31/2015,97.30,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North River Surgery Center,04C0001035,1265404669,Sherwood,AR,72120,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3050,1581,1406,35,0,28,0,0,0,,01/01/2015,12/31/2015,83.33,,2015/2016,34.92,,98.41,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Conway Endoscopy Center,04C0001049,1265439632,Conway,AR,72034,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2193,2193,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,89.66,,2015/2016,31.75,,89.69,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Doctor's Surgery Center of Texarkana,04C0001030,1275574154,Texarkana,AR,71854,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,615,0,615,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Physicians Surgery Center, LLC",04C0001058,1295851137,Blytheville,AR,72315,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,869,0,863,6,0,0,0,0,0,,01/01/2015,12/31/2015,6.67,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Advanced Ambulatory Surgery Center,04C0001080,1326228370,Fayetteville,AR,72703,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arkansas Outpatient Eye Surgery LLC,04C0001068,1386737021,Fayetteville,AR,72703,2015,0.870,,0.000,,0.000,,0.000,,990.99,,01/01/2015,12/31/2015,Yes,,2667,0,1958,0,0,709,0,0,0,,01/01/2015,12/31/2015,77.27,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Endoscopy Center of Little Rock, LLC",04C0001056,1396727418,Little Rock,AR,72212,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,4435,4435,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,90.24,,2015/2016,90.14,,74.36,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arkansas Specialty Surgery Center,04C0001040,1437110293,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.000,,990.06,,01/01/2015,12/31/2015,Yes,,4298,0,0,0,0,4298,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Conway Outpatient Surgery Center,04C0001034,1447212204,Conway,AR,72032,2015,0.000,,0.000,,0.000,,1.972,,,N/A (5),01/01/2015,12/31/2015,Yes,,1397,1397,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,78.57,,2015/2016,77.78,,98.41,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Jonesboro Surgery Center, LLC",04C0001048,1457379364,Jonesboro,AR,72401,2015,4.513,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1850,0,1454,126,0,258,0,12,0,,01/01/2015,12/31/2015,84.38,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Seymour Operations, LLC",04C0001072,1487776365,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,8307,0,8284,23,0,0,0,0,0,,01/01/2015,12/31/2015,48.84,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,100.0,,01/01/2015,12/31/2015
"Pain Center, LLC",04C0001000,1578643607,Jonesboro,AR,72401,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,4748,0,0,0,0,1,0,4747,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Physicians Day Surgery Center- Little Rock,04C0001055,1588603351,Little Rock,AR,72223,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3111,0,2893,218,0,0,0,0,0,,01/01/2015,12/31/2015,60.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
South Central Endoscopy LLC,04C0001081,1588802987,Hot Springs,AR,71901,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3551,3551,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,78.26,,2015/2016,0.00,,30.98,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Freeway Surgery Center,04C0001077,1588876817,Little Rock,AR,72204,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5769,0,0,0,0,9,0,5760,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Executive Park Surgery Center,04C0001059,1598068306,Fort Smith,AR,72903,2015,0.000,,0.000,,0.000,,0.000,,979.38,,01/01/2015,12/31/2015,Yes,,2785,0,2668,0,0,47,0,15,55,,01/01/2015,12/31/2015,93.48,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Outpatient Surgery Center of Jonesboro,04C0001053,1598758153,Jonesboro,AR,72401,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,7879,5584,388,167,7,1015,0,660,58,,01/01/2015,12/31/2015,35.44,,2015/2016,96.88,,90.63,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
South Arkansas Surgery Center,04C0001075,1619037066,El Dorado,AR,71730,2015,0.000,,0.000,,0.000,,1.967,,1000.0,,01/01/2015,12/31/2015,Yes,,3306,1832,87,3,0,1127,2,255,0,,01/01/2015,12/31/2015,77.78,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Taylor Surgical Arts,04C0001078,1629108949,Harrison,AR,72601,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Little Rock Surgery Center,04C0001006,1659340404,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.000,,995.48,,01/01/2015,12/31/2015,Yes,,1684,35,1,0,0,788,0,860,0,,01/01/2015,12/31/2015,65.52,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arkansas Gastroenterology,04C0001033,1669424339,Hot Springs,AR,71913,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3193,3193,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,80.77,,62.17,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Surgery Partners of Jonesboro,04C0001012,1710931134,Jonesboro,AR,72401,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3638,0,3638,0,0,0,0,0,0,,01/01/2015,12/31/2015,96.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Jefferson Surgery Center,04C0001038,1710934542,Pine Bluff,AR,71603,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,927,40,0,9,587,151,40,90,10,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Outpatient Surgery Center, Inc",04C0001070,1730132853,Mountain Home,AR,72653,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,786,0,786,0,0,0,0,0,0,,01/01/2015,12/31/2015,77.78,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Harrison Surgery Center, LLC",04C0001067,1740398445,Mountain Home,AR,72653,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,80.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Little Rock Diagnostic Clinic ASC,04C0001022,1760418891,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.711,,,N/A (1),01/01/2015,12/31/2015,Yes,,8553,8553,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Boozman- Hof Eye Surgery and Laser Center,04C0001029,1780658245,Rogers,AR,72756,2015,0.000,,0.000,,0.000,,0.765,,,N/A (1),01/01/2015,12/31/2015,Yes,,2670,0,2445,225,0,0,0,0,0,,01/01/2015,12/31/2015,80.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Springhill Surgery Center, LLC",04C0001044,1790742328,North Little Rock,AR,72117,2015,0.000,,0.000,,0.000,,1.642,,998.25,,01/01/2015,12/31/2015,Yes,,10642,6883,731,182,151,683,1743,269,0,,01/01/2015,12/31/2015,85.87,,2015/2016,2.56,,68.00,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Mercy Outpatient Surgery Center,04C0001046,1831182641,Ft. Smith,AR,72903,2015,0.000,,0.000,,0.000,,0.702,,1000.0,,01/01/2015,12/31/2015,Yes,,2867,58,1081,195,7,1017,157,179,173,,01/01/2015,12/31/2015,57.86,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Vision Group ASC, LLC",04C0001065,1902860679,Fort Smith,AR,72901,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2181,0,2181,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Digestive Disease Center,04C0001031,1922016898,Pine Bluff,AR,71613,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arkansas Surgery and Endoscopy Center,04C0001004,1922068295,Pine Bluff,AR,71603,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1408,1408,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"The Fayetteville ASC, LLC",04C0001019,1922070911,Fayetteville,AR,72703,2015,0.000,,0.000,,0.000,,1.215,,,N/A (5),01/01/2015,12/31/2015,Yes,,7312,7312,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.75,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North Hills Surgery Center,04C0001041,1922187103,Fayetteville,AR,72703,2015,0.000,,0.000,,0.000,,1.743,,929.74,,01/01/2015,12/31/2015,Yes,,4832,1177,1915,18,1,1397,0,113,211,,01/01/2015,12/31/2015,98.87,,2015/2016,41.67,,51.16,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Arkansas Endoscopy Center, PA",04C0001024,1972574200,Little Rock,AR,72205,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1085,1085,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (1),93.75,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Central Arkansas Surgical Center,04C0001082,1992034763,Russellville,AR,72802,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,2260,0,265,2,0,640,0,1343,10,,01/01/2015,12/31/2015,68.75,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Dhew Ind Hlth Sv Hlth Svs & Mntl Hlth Adm,,1003083551,Phoenix,AZ,85016,2015,0.000,,0.000,,0.000,,3.195,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Phoenix Eye Surgical Center,03C0001023,1013021682,Phoenix,AZ,85012,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,0,0,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Desert Mirage Surgery Center,03C0001317,1013195569,Surprise,AZ,85378,2015,0.000,,0.000,,0.000,,19.802,,953.49,,01/01/2015,12/31/2015,Yes,,2390,1393,0,32,350,134,0,481,0,,01/01/2015,12/31/2015,60.66,,2015/2016,83.33,,80.73,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Ev Pain Solutions, LLC",03C0001336,1013213156,Queen Creek,AZ,85142,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Tucson Gastroenterology Institute,03C0001240,1023015989,Tucson,AZ,85712,2015,0.000,,0.994,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,5416,5416,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,50.00,,2015/2016,88.36,,0.00,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Southwestern Eye Center, LTD - Stapley",03C0001047,1023063187,Mesa,AZ,85202,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arizona Eye Institue and Cosmetic Laser Center,03C0001261,1023074291,Sun City West,AZ,85351,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,918,0,918,0,0,0,0,0,0,,01/01/2015,12/31/2015,22.22,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Mcdowell Ambulatory Surgery Center,03C0001296,1033250618,Phoenix,AZ,85006,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,5436,0,0,0,0,13,0,5423,0,,01/01/2015,12/31/2015,50.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Santan Surgery Center,03C0001339,1033400619,Gilbert,AZ,85295,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,748,0,0,3,149,411,0,155,30,,01/01/2015,12/31/2015,70.59,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Cottonwood Day Surgery Center,03C0001308,1043222417,Cottonwood,AZ,86326,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1864,0,0,0,0,0,0,1864,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North Valley Endoscopy Center,03C0001295,1043239338,Phoenix,AZ,85032,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,7227,7227,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,90.48,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Arizona Institute of Medicine and Surgery,03C0001093,1063408649,Kingman,AZ,86409,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,1059,388,0,102,8,49,113,399,0,,01/01/2015,12/31/2015,0.00,,2015/2016,24.83,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Southwest Endoscopy and Surgicenter,03C0001313,1063693588,Gilbert,AZ,85234,2015,1.463,,0.000,,0.489,,0.000,,666.67,,01/01/2015,12/31/2015,Yes,,14117,14117,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,84.43,,2015/2016,94.88,,72.67,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Tomar Pain Centers, PLLC",03C0001358,1063735793,Casa Grande,AZ,85122,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Outpatient Surgical Care,03C0001041,1073579256,Phoenix,AZ,85021,2015,0.891,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1793,0,1793,0,0,0,0,0,0,,01/01/2015,12/31/2015,55.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Digestive Health Specialists,03C0001286,1073588356,Scottsdale,AZ,85255,2015,0.747,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,7164,7164,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,75.00,,2015/2016,96.62,,96.97,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Gilbert Healthcare Center Endoscopy Suite,03C0001281,1073627162,Gilbert,AZ,85234,2015,76.923,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Eye Surgery Center at The Biltmore,03C0001330,1073845087,Phoenix,AZ,85016,2015,1.350,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5330,0,5328,0,0,0,0,2,0,,01/01/2015,12/31/2015,93.88,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Prescott Outpatient Surgical Center,03C0001043,1083624670,Prescott,AZ,86301,2015,0.000,,0.000,,0.000,,0.000,,995.20,,01/01/2015,12/31/2015,Yes,,2678,659,1,6,254,522,0,1228,8,,01/01/2015,12/31/2015,78.95,,2015/2016,100.0,,85.71,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Arizona Advanced Endoscopy, LLC",03C0001345,1093085904,Gilbert,AZ,85295,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5389,5389,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,78.13,,2015/2016,86.17,,68.52,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Chandler Endoscopy Center, LLC",03C0001279,1093086183,Chandler,AZ,85224,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,9004,9004,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,88.10,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bdpec ASC Sedona/Sedona Surgery Center,03C0001344,1093088304,Sedona,AZ,86336,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,878,0,878,0,0,0,0,0,0,,01/01/2015,12/31/2015,31.58,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Barnet Dulaney Perkins Eye Center, PLLC",03C0001342,1104199413,Sun City,AZ,85351,2015,0.552,,0.553,,0.552,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,6472,0,6188,284,0,0,0,0,0,,01/01/2015,12/31/2015,23.53,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Show Low-Southwestern Eye Center,03C0001255,1104866904,Show Low,AZ,85901,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Valley Outpatient Surgery Center,03C0001044,1104894369,Mesa,AZ,85201,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1912,0,1912,0,0,0,0,0,0,,01/01/2015,12/31/2015,81.82,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Az Pain Centers,03C0001337,1104957869,Peoria,AZ,85381,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,400,0,0,0,0,400,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Kokopelli Eye Care,03C0001301,1114140019,Prescott,AZ,86301,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,499,0,499,0,0,0,0,0,0,,01/01/2015,12/31/2015,48.78,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Banner Estrella Surgery Center,03C0001284,1114962321,Phoenix,AZ,85037,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,2065,1278,160,1,2,403,0,121,100,,01/01/2015,12/31/2015,99.50,,2015/2016,94.44,,98.51,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Tuscany Surgical Center,03C0001338,1134406994,Yuma,AZ,85364,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North Scottsdale Ambulatory Surgery Center,03C0001275,1144333881,Scottsdale,AZ,85258,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,16468,0,0,0,0,906,0,15562,0,,01/01/2015,12/31/2015,95.12,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Scottsdale Surgical Partners, LLC",03C0001285,1154326650,Scottsdale,AZ,85258,2015,0.000,,0.000,,0.000,,0.000,,939.19,,01/01/2015,12/31/2015,Yes,,9709,2682,6,264,192,2281,46,2798,1440,,01/01/2015,12/31/2015,31.69,,2015/2016,90.68,,36.43,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Warner Park Surgery Center, LLP",03C0001052,1154387710,Chandler,AZ,85225,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3521,1,2503,92,0,248,0,670,7,,01/01/2015,12/31/2015,63.75,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Novocur-Troon Pain Management, LLC",03C0001331,1154483808,Chandler,AZ,85224,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1076,0,0,0,0,846,0,230,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
East Valley Endoscopy,03C0001260,1164414447,Mesa,AZ,85206,2015,0.000,,0.000,,0.000,,1.510,,,N/A (5),01/01/2015,12/31/2015,Yes,,10222,10222,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,73.08,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
White Mountain Ambulatory Surgery Center,03C0001079,1164487922,Show Low,AZ,85901,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
