Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","Jasper","AL","35502","WALKER","0.777936","0.547889","0.622688","0.488817","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","0.878","0 out of 10","Not Available","0 out of 10","0.845","0.000","0.877","0.772","1 out of 10","1 out of 9","1 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.208","0.910","0 out of 10","2 out of 9","2 out of 10","0.750","0.000","0.484","0.938","0 out of 10","0 out of 9","0 out of 10"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","Mobile","AL","36608","MOBILE","0.777936","0.547889","0.729063","0.550333","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","0.175","0.512","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.546","0.269","7 out of 10","5 out of 9","7 out of 10","4 out of 10","0.751","0.000","0.830","0.862","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.377","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","2.539","1.048","0 out of 10","5 out of 9","5 out of 10","0.750","0.000","0.719","0.856","0 out of 10","0 out of 9","0 out of 10"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","Grove Hill","AL","36451","CLARKE","0.777936","0.547889","0.769801","0.550213","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.635","2 out of 10","0 out of 9","2 out of 10"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","Tuscaloosa","AL","35401","TUSCALOOSA","0.777936","0.547889","0.981350","0.599334","7 out of 10","8 out of 9","8 out of 10","0.457","0.000","0.602","0.504","0 out of 10","1 out of 9","1 out of 10","0.845","0.000","1.159","0.360","6 out of 10","6 out of 9","6 out of 10","1 out of 10","0.751","0.000","0.675","0.836","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","1.150","0.525","3 out of 10","5 out of 9","5 out of 10","0.799","0.000","1.374","0.465","4 out of 10","6 out of 9","6 out of 10","0.750","0.000","0.627","0.666","2 out of 10","0 out of 9","2 out of 10"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","Wetumpka","AL","36092","ELMORE","0.777936","0.547889","0.781824","0.559314","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","Brewton","AL","36426","ESCAMBIA","0.777936","0.547889","0.867645","0.813990","0 out of 10","1 out of 9","1 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.799","0 out of 10","0 out of 9","0 out of 10"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","Fairhope","AL","36532","BALDWIN","0.777936","0.547889","1.099055","0.537110","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.214","0.401","2 out of 10","0 out of 9","2 out of 10","0.845","0.000","0.987","0.441","5 out of 10","5 out of 9","5 out of 10","0 out of 10","0.751","0.000","0.446","1.266","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.622","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.609","1.327","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.917","0.272","6 out of 10","7 out of 9","7 out of 10"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","Talladega","AL","35160","TALLADEGA","0.777936","0.547889","0.752866","0.637132","6 out of 10","5 out of 9","6 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","Birmingham","AL","35211","JEFFERSON","0.777936","0.547889","0.660751","0.490222","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.285","1.597","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.272","0.592","3 out of 10","0 out of 9","3 out of 10","7 out of 10","0.751","0.000","0.000","0.173","7 out of 10","0 out of 9","7 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","4.936","4.361","0 out of 10","1 out of 9","1 out of 10","0.750","0.000","0.763","0.917","0 out of 10","0 out of 9","0 out of 10"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","Birmingham","AL","35243","JEFFERSON","0.777936","0.547889","1.273710","0.930205","0 out of 10","4 out of 9","4 out of 10","0.457","0.000","0.311","0.163","6 out of 10","4 out of 9","6 out of 10","0.845","0.000","0.573","0.466","5 out of 10","1 out of 9","5 out of 10","10 out of 10","0.751","0.000","0.231","0.000","10 out of 10","9 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.202","1.700","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.675","0.191","7 out of 10","7 out of 9","7 out of 10"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","Prattville","AL","36067","AUTAUGA","0.777936","0.547889","0.695556","0.457040","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.780","0.977","0 out of 10","0 out of 9","0 out of 10"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","Demopolis","AL","36732","MARENGO","0.777936","0.547889","0.758337","0.506091","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.192","0.754","0 out of 10","0 out of 9","0 out of 10"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","Mobile","AL","36607","MOBILE","0.777936","0.547889","0.852427","0.727281","2 out of 10","4 out of 9","4 out of 10","0.457","0.000","0.180","0.696","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.924","0.271","7 out of 10","7 out of 9","7 out of 10","1 out of 10","0.751","0.000","0.278","0.689","1 out of 10","0 out of 9","1 out of 10","0.698","0.000","0.000","1.350","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","1.331","1.371","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.525","0.444","4 out of 10","1 out of 9","4 out of 10"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","Bessemer","AL","35022","JEFFERSON","0.777936","0.547889","1.556657","0.526322","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.213","1.661","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.260","0.931","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.751","0.000","0.764","1.977","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.708","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","0.443","0.507","3 out of 10","0 out of 9","3 out of 10"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","Selma","AL","36701","DALLAS","0.777936","0.547889","0.920153","0.362187","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.678","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.104","0.797","1 out of 10","2 out of 9","2 out of 10","10 out of 10","0.751","0.000","1.185","0.000","10 out of 10","9 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.919","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.754","1.227","0 out of 10","0 out of 9","0 out of 10"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","Monroeville","AL","36460","MONROE","0.777936","0.547889","0.802723","0.532507","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.760","0.000","10 out of 10","9 out of 9","10 out of 10"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","Haleyville","AL","35565","WINSTON","0.777936","0.547889","0.807113","0.547299","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.448","0.282","6 out of 10","3 out of 9","6 out of 10"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","Troy","AL","36081","PIKE","0.777936","0.547889","0.641967","0.547854","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.739","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.440","4 out of 10","0 out of 9","4 out of 10"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","Bay Minette","AL","36507","BALDWIN","0.777936","0.547889","0.805338","0.526359","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.541","0.940","0 out of 10","0 out of 9","0 out of 10"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","Pell City","AL","35125","SAINT CLAIR","0.777936","0.547889","0.772810","0.589392","8 out of 10","8 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","3.676","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.461","0.797","0 out of 10","0 out of 9","0 out of 10"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","Huntsville","AL","35801","MADISON","0.777936","0.547889","1.035830","0.570455","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","1.722","0.812","0 out of 10","5 out of 9","5 out of 10","0.845","0.000","0.989","1.581","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.751","0.000","0.306","0.853","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","1.393","0 out of 10","Not Available","0 out of 10","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","0.404","0.323","6 out of 10","2 out of 9","6 out of 10"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","Birmingham","AL","35209","JEFFERSON","0.777936","0.547889","0.923108","0.716879","3 out of 10","5 out of 9","5 out of 10","0.457","0.000","0.901","0.845","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.142","0.088","9 out of 10","9 out of 9","9 out of 10","2 out of 10","0.751","0.000","0.768","1.194","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.225","0.456","4 out of 10","0 out of 9","4 out of 10","0.799","0.000","1.086","1.059","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.494","0.400","5 out of 10","1 out of 9","5 out of 10"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","Mobile","AL","36608","MOBILE","0.777936","0.547889","1.225068","0.786723","0 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.228","0.422","1 out of 10","0 out of 9","1 out of 10","0.845","0.000","1.819","1.046","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","1.448","1.342","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.418","1.342","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.300","0.423","4 out of 10","0 out of 9","4 out of 10"
"010146","RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD","Jacksonville","AL","36265","CALHOUN","0.777936","0.547889","0.719709","0.552319","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.343","0.000","10 out of 10","9 out of 9","10 out of 10"
