Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","Nashua","NH","03060","HILLSBOROUGH","0.987666","0.829199","1.020172","1.002883","0 out of 10","0 out of 9","0 out of 10"
"300017","PARKLAND MEDICAL CENTER","1 PARKLAND DRIVE","Derry","NH","03038","ROCKINGHAM","0.987666","0.829199","1.014767","1.063087","0 out of 10","0 out of 9","0 out of 10"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","Stratford","NJ","08084","CAMDEN","0.987666","0.829199","1.028388","1.031938","0 out of 10","0 out of 9","0 out of 10"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","New Brunswick","NJ","08901","MIDDLESEX","0.987666","0.829199","1.043547","1.072099","0 out of 10","0 out of 9","0 out of 10"
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","Phillipsburg","NJ","08865","WARREN","0.987666","0.829199","1.002940","0.934154","4 out of 10","3 out of 9","4 out of 10"
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE","Newark","NJ","07112","ESSEX","0.987666","0.829199","1.077597","1.067440","0 out of 10","0 out of 9","0 out of 10"
"310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET","110 REHILL AVE","Somerville","NJ","08876","SOMERSET","0.987666","0.829199","1.108619","1.074574","0 out of 10","1 out of 9","1 out of 10"
"440010","WAYNE MEDICAL CENTER","103 J V MANGUBAT DR","Waynesboro","TN","38485","WAYNE","0.987666","0.829199","0.769050","0.966406","2 out of 10","0 out of 9","2 out of 10"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","Cookeville","TN","38501","PUTNAM","0.987666","0.829199","0.984546","0.986084","1 out of 10","0 out of 9","1 out of 10"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","Covington","TN","38019","TIPTON","0.987666","0.829199","0.921990","0.883235","6 out of 10","4 out of 9","6 out of 10"
"440189","TENNOVA HEALTHCARE-REGIONAL JACKSON","367 HOSPITAL BLVD","Jackson","TN","38305","MADISON","0.987666","0.829199","1.010856","1.028771","0 out of 10","0 out of 9","0 out of 10"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","Knoxville","TN","37917","KNOX","0.987666","0.829199","0.986026","0.970888","1 out of 10","0 out of 9","1 out of 10"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","Knoxville","TN","37916","KNOX","0.987666","0.829199","0.982045","0.973766","1 out of 10","0 out of 9","1 out of 10"
"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","Paris","TN","38242","HENRY","0.987666","0.829199","1.000136","1.024553","0 out of 10","0 out of 9","0 out of 10"
"430091","BLACK HILLS SURGICAL HOSPITAL LLP","216 ANAMARIA DR","Rapid City","SD","57701","PENNINGTON","0.987666","0.829199","0.891261","0.879939","7 out of 10","1 out of 9","7 out of 10"
"440137","TENNOVA HEALTHCARE-SHELBYVILLE","2835 HWY 231 N","Shelbyville","TN","37160","BEDFORD","0.987666","0.829199","1.059753","1.044380","0 out of 10","0 out of 9","0 out of 10"
"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","Crossville","TN","38555","CUMBERLAND","0.987666","0.829199","0.953470","0.921887","4 out of 10","2 out of 9","4 out of 10"
"440053","SAINT THOMAS RUTHERFORD HOSPITAL","1700 MEDICAL CENTER PARKWAY","Murfreesboro","TN","37129","RUTHERFORD","0.987666","0.829199","0.990551","0.978901","1 out of 10","0 out of 9","1 out of 10"
"440194","TRISTAR HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","Hendersonville","TN","37075","SUMNER","0.987666","0.829199","0.967836","0.960009","2 out of 10","0 out of 9","2 out of 10"
"440035","TENNOVA HEALTHCARE-CLARKSVILLE","651 DUNLOP LANE","Clarksville","TN","37040","MONTGOMERY","0.987666","0.829199","1.019940","0.981436","1 out of 10","2 out of 9","2 out of 10"
"440020","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI","1265 E COLLEGE ST","Pulaski","TN","38478","GILES","0.987666","0.829199","0.950523","0.999818","0 out of 10","0 out of 9","0 out of 10"
"450774","TOPS SURGICAL SPECIALTY HOSPITAL","17080 RED OAK DRIVE","Houston","TX","77090","HARRIS","0.987666","0.829199","0.996063","0.962275","2 out of 10","2 out of 9","2 out of 10"
"450844","METHODIST WILLOWBROOK HOSPITAL","18220 TOMBALL PARKWAY","Houston","TX","77070","HARRIS","0.987666","0.829199","1.091051","1.112921","0 out of 10","0 out of 9","0 out of 10"
"450634","DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST","Denton","TX","76210","DENTON","0.987666","0.829199","1.136994","1.075392","0 out of 10","2 out of 9","2 out of 10"
"450638","HOUSTON NORTHWEST MEDICAL CENTER","710 CYPRESS CREEK PARKWAY","Houston","TX","77090","HARRIS","0.987666","0.829199","1.130418","1.116830","0 out of 10","0 out of 9","0 out of 10"
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","Kaufman","TX","75142","KAUFMAN","0.987666","0.829199","1.011083","1.116288","0 out of 10","0 out of 9","0 out of 10"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","Arlington","TX","76012","TARRANT","0.987666","0.829199","1.135884","1.158618","0 out of 10","0 out of 9","0 out of 10"
"450469","WILSON N JONES REGIONAL MEDICAL CENTER","500 N HIGHLAND AVENUE","Sherman","TX","75091","GRAYSON","0.987666","0.829199","1.033798","1.038395","0 out of 10","0 out of 9","0 out of 10"
"450709","HOUSTON METHODIST ST JOHN HOSPITAL","18300 ST JOHN DRIVE","Nassau Bay","TX","77058","HARRIS","0.987666","0.829199","1.092595","1.151285","0 out of 10","0 out of 9","0 out of 10"
"450034","CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH","2830 CALDER AVENUE","Beaumont","TX","77702","JEFFERSON","0.987666","0.829199","1.049937","1.047544","0 out of 10","0 out of 9","0 out of 10"
"490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","Pulaski","VA","24301","PULASKI","0.987666","0.829199","0.988505","0.979874","1 out of 10","0 out of 9","1 out of 10"
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET","Dallas","TX","75226","DALLAS","0.987666","0.829199","1.003634","0.972315","1 out of 10","1 out of 9","1 out of 10"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","Dallas","TX","75246","DALLAS","0.987666","0.829199","1.032345","1.040054","0 out of 10","0 out of 9","0 out of 10"
"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","Pasadena","TX","77504","HARRIS","0.987666","0.829199","1.125337","1.136128","0 out of 10","0 out of 9","0 out of 10"
"450137","BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER","1400 EIGHTH AVE","Fort Worth","TX","76104","TARRANT","0.987666","0.829199","1.050916","1.081616","0 out of 10","0 out of 9","0 out of 10"
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","Brattleboro","VT","05301","WINDHAM","0.987666","0.829199","0.972063","0.960839","2 out of 10","0 out of 9","2 out of 10"
"490092","SOUTHAMPTON MEMORIAL HOSPITAL","100 FAIRVIEW DRIVE - PO BOX 817","Franklin","VA","23851","FRANKLIN CITY","0.987666","0.829199","0.853112","0.846334","9 out of 10","2 out of 9","9 out of 10"
"490059","BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD","Richmond","VA","23226","HENRICO","0.987666","0.829199","0.993877","0.986363","1 out of 10","0 out of 9","1 out of 10"
"490120","CHESAPEAKE GENERAL HOSPITAL","736 BATTLEFIELD BLVD, NORTH","Chesapeake","VA","23320","CHESAPEAKE CITY","0.987666","0.829199","0.987665","0.974358","1 out of 10","0 out of 9","1 out of 10"
"490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","Mechanicsville","VA","23116","HANOVER","0.987666","0.829199","0.953286","0.963268","2 out of 10","0 out of 9","2 out of 10"
"490048","LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD","Salem","VA","24153","SALEM CITY","0.987666","0.829199","1.004917","1.007795","0 out of 10","0 out of 9","0 out of 10"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","Virginia Beach","VA","23456","VIRGINIA BEACH CITY","0.987666","0.829199","0.971720","0.952290","3 out of 10","1 out of 9","3 out of 10"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","Bluefield","WV","24701","MERCER","0.987666","0.829199","0.992740","0.976603","1 out of 10","0 out of 9","1 out of 10"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","Janesville","WI","53547","ROCK","0.987666","0.829199","0.934658","0.923163","4 out of 10","1 out of 9","4 out of 10"
"450684","MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH","Humble","TX","77338","HARRIS","0.987666","0.829199","1.054240","1.049656","0 out of 10","0 out of 9","0 out of 10"
"460011","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE","Price","UT","84501","CARBON","0.987666","0.829199","0.916581","0.915478","5 out of 10","0 out of 9","5 out of 10"
"460042","LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE","Bountiful","UT","84010","DAVIS","0.987666","0.829199","0.985051","0.996823","0 out of 10","0 out of 9","0 out of 10"
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","Barre","VT","05641","WASHINGTON","0.987666","0.829199","0.974987","0.939273","3 out of 10","2 out of 9","3 out of 10"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","Seattle","WA","98104","KING","0.987666","0.829199","0.997120","1.048543","0 out of 10","0 out of 9","0 out of 10"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","Morgantown","WV","26506","MONONGALIA","0.987666","0.829199","1.001921","1.013473","0 out of 10","0 out of 9","0 out of 10"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","Wheeling","WV","26003","OHIO","0.987666","0.829199","1.009684","1.026940","0 out of 10","0 out of 9","0 out of 10"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","Weirton","WV","26062","HANCOCK","0.987666","0.829199","1.031954","1.060148","0 out of 10","0 out of 9","0 out of 10"
"490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","9507 HOSPITAL AVENUE","Nassawadox","VA","23413","NORTHAMPTON","0.987666","0.829199","0.934775","0.900556","5 out of 10","3 out of 9","5 out of 10"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","Olympia","WA","98506","THURSTON","0.987666","0.829199","0.910234","0.921471","4 out of 10","0 out of 9","4 out of 10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","Federal Way","WA","98003","KING","0.987666","0.829199","1.007393","0.929574","4 out of 10","4 out of 9","4 out of 10"
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","Moses Lake","WA","98837","GRANT","0.987666","0.829199","0.899138","0.888023","6 out of 10","1 out of 9","6 out of 10"
"190204","OCHSNER MEDICAL CENTER - NORTHSHORE, L L C","100 MEDICAL CENTER DRIVE","Slidell","LA","70461","ST. TAMMANY","0.987666","0.829199","1.023437","0.992636","0 out of 10","1 out of 9","1 out of 10"
"190006","UNIVERSITY HOSPITAL & CLINICS","2390 WEST CONGRESS","Lafayette","LA","70506","LAFAYETTE","0.987666","0.829199","0.952635","1.008401","0 out of 10","0 out of 9","0 out of 10"
"190004","THIBODAUX REGIONAL MEDICAL CENTER","602 N ACADIA ROAD","Thibodaux","LA","70301","LAFOURCHE","0.987666","0.829199","0.989088","0.977551","1 out of 10","0 out of 9","1 out of 10"
"190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","Baton Rouge","LA","70808","EAST BATON ROUGE","0.987666","0.829199","1.018485","1.004485","0 out of 10","0 out of 9","0 out of 10"
"190236","WILLIS KNIGHTON BOSSIER HEALTH CENTER","2400 HOSPITAL DR","Bossier City","LA","71111","BOSSIER","0.987666","0.829199","1.157282","1.181954","0 out of 10","0 out of 9","0 out of 10"
"190007","NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE","Natchitoches","LA","71457","NATCHITOCHES","0.987666","0.829199","1.174774","1.126206","0 out of 10","1 out of 9","1 out of 10"
"190098","UNIVERSITY HEALTH SHREVEPORT","1541 KINGS HIGHWAY","Shreveport","LA","71130","CADDO","0.987666","0.829199","0.967416","1.019568","0 out of 10","0 out of 9","0 out of 10"
"190176","TULANE MEDICAL CENTER","1415 TULANE AVE","New Orleans","LA","70112","ORLEANS","0.987666","0.829199","0.973824","0.955811","2 out of 10","1 out of 9","2 out of 10"
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","Leesville","LA","71446","VERNON","0.987666","0.829199","1.066582","1.071963","0 out of 10","0 out of 9","0 out of 10"
"180013","THE MEDICAL CENTER AT BOWLING GREEN","250 PARK STREET","Bowling Green","KY","42101","WARREN","0.987666","0.829199","1.026046","1.028795","0 out of 10","0 out of 9","0 out of 10"
"180012","HARDIN MEMORIAL HOSPITAL","913 NORTH DIXIE AVENUE","Elizabethtown","KY","42701","HARDIN","0.987666","0.829199","0.989051","0.957323","2 out of 10","1 out of 9","2 out of 10"
"180035","ST ELIZABETH MEDICAL CENTER NORTH","1 MEDICAL VILLAGE DRIVE","Edgewood","KY","41017","KENTON","0.987666","0.829199","1.033966","1.025497","0 out of 10","0 out of 9","0 out of 10"
"180078","PAUL B HALL REGIONAL MEDICAL CENTER","625 JAMES S TRIMBLE BOULEVARD","Paintsville","KY","41240","JOHNSON","0.987666","0.829199","0.933219","0.919127","4 out of 10","1 out of 9","4 out of 10"
"180029","HAZARD ARH REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","Hazard","KY","41701","PERRY","0.987666","0.829199","1.002008","0.940956","3 out of 10","3 out of 9","3 out of 10"
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER","1400 W 4TH ST","Coffeyville","KS","67337","MONTGOMERY","0.987666","0.829199","0.873844","0.928999","4 out of 10","0 out of 9","4 out of 10"
"170104","SHAWNEE MISSION MEDICAL CENTER","9100 W 74TH STREET","Shawnee Mission","KS","66204","JOHNSON","0.987666","0.829199","1.029283","0.996253","0 out of 10","1 out of 9","1 out of 10"
"170074","GEARY COMMUNITY HOSPITAL","1102 ST MARY'S ROAD","Junction City","KS","66441","GEARY","0.987666","0.829199","0.915039","0.877419","7 out of 10","4 out of 9","7 out of 10"
"180053","FLEMING COUNTY HOSPITAL","55 FOUNDATION DRIVE","Flemingsburg","KY","41041","FLEMING","0.987666","0.829199","0.952026","0.932246","4 out of 10","1 out of 9","4 out of 10"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","Council Bluffs","IA","51503","POTTAWATTAMIE","0.987666","0.829199","0.956209","0.929215","4 out of 10","2 out of 9","4 out of 10"
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","200 HAWKINS DRIVE","Iowa City","IA","52242","JOHNSON","0.987666","0.829199","1.007027","0.999887","0 out of 10","0 out of 9","0 out of 10"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","Cedar Falls","IA","50613","BLACK HAWK","0.987666","0.829199","1.040789","1.038070","0 out of 10","0 out of 9","0 out of 10"
"170109","MIAMI COUNTY MEDICAL CENTER","2100 BAPTISTE DRIVE","Paola","KS","66071","MIAMI","0.987666","0.829199","0.960065","0.911851","5 out of 10","3 out of 9","5 out of 10"
"170142","VIA CHRISTI HOSPITAL MANHATTAN, INC","1823 COLLEGE AVE","Manhattan","KS","66502","RILEY","0.987666","0.829199","0.969179","0.997854","0 out of 10","0 out of 9","0 out of 10"
"170176","OVERLAND PARK REG MED CTR","10500 QUIVIRA ROAD","Overland Park","KS","66215","JOHNSON","0.987666","0.829199","1.052088","1.009343","0 out of 10","1 out of 9","1 out of 10"
"160067","COVENANT MEDICAL CENTER","3421 WEST NINTH STREET","Waterloo","IA","50702","BLACK HAWK","0.987666","0.829199","0.953187","0.949730","3 out of 10","0 out of 9","3 out of 10"
"160122","FORT MADISON COMMUNITY HOSPITAL","5445 AVE O","Fort Madison","IA","52627","LEE","0.987666","0.829199","0.847106","0.834015","9 out of 10","7 out of 9","9 out of 10"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","Carroll","IA","51401","CARROLL","0.987666","0.829199","0.921960","0.957099","2 out of 10","0 out of 9","2 out of 10"
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","Anderson","IN","46016","MADISON","0.987666","0.829199","1.051367","1.042535","0 out of 10","0 out of 9","0 out of 10"
"150035","PORTER REGIONAL HOSPITAL","85 EAST US HWY 6","Valparaiso","IN","46383","PORTER","0.987666","0.829199","1.026947","1.035812","0 out of 10","0 out of 9","0 out of 10"
"150045","DEKALB HEALTH","1316 E SEVENTH ST","Auburn","IN","46706","DE KALB","0.987666","0.829199","0.985715","0.993402","0 out of 10","0 out of 9","0 out of 10"
"160124","LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71","Spirit Lake","IA","51360","DICKINSON","0.987666","0.829199","0.913379","0.930673","4 out of 10","0 out of 9","4 out of 10"
"150109","FRANCISCAN HEALTH LAFAYETTE","1701 S CREASY LN","Lafayette","IN","47905","TIPPECANOE","0.987666","0.829199","0.981073","1.009556","0 out of 10","0 out of 9","0 out of 10"
"150089","INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","Indianapolis","IN","46219","DELAWARE","0.987666","0.829199","1.022854","0.987648","1 out of 10","1 out of 9","1 out of 10"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","Indianapolis","IN","46260","MARION","0.987666","0.829199","1.038248","1.031940","0 out of 10","0 out of 9","0 out of 10"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","Mishawaka","IN","46545","ST. JOSEPH","0.987666","0.829199","1.000793","1.001902","0 out of 10","0 out of 9","0 out of 10"
"140251","COMMUNITY FIRST MEDICAL CENTER","5645 W ADDISON STREET","Chicago","IL","60634","COOK","0.987666","0.829199","1.093964","1.099019","0 out of 10","0 out of 9","0 out of 10"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","Downers Grove","IL","60515","DU PAGE","0.987666","0.829199","1.079659","1.070810","0 out of 10","0 out of 9","0 out of 10"
"140015","BLESSING HOSPITAL","BROADWAY AT 11TH STREET","Quincy ","IL","62301","ADAMS","0.987666","0.829199","0.982294","0.967933","2 out of 10","0 out of 9","2 out of 10"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","Chicago","IL","60623","COOK","0.987666","0.829199","1.036404","1.043984","0 out of 10","0 out of 9","0 out of 10"
"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","Centreville","IL","62207","ST. CLAIR","0.987666","0.829199","0.918172","0.954256","2 out of 10","0 out of 9","2 out of 10"
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","Chicago","IL","60612","COOK","0.987666","0.829199","0.982101","1.005499","0 out of 10","0 out of 9","0 out of 10"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","Palos Heights","IL","60463","COOK","0.987666","0.829199","1.033577","0.998293","0 out of 10","1 out of 9","1 out of 10"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","Barrington","IL","60010","LAKE","0.987666","0.829199","1.031325","1.019121","0 out of 10","0 out of 9","0 out of 10"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","Geneva","IL","60134","KANE","0.987666","0.829199","1.029854","1.037478","0 out of 10","0 out of 9","0 out of 10"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","Urbana","IL","61801","CHAMPAIGN","0.987666","0.829199","0.984804","0.948883","3 out of 10","2 out of 9","3 out of 10"
"140054","MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE","Berwyn","IL","60402","COOK","0.987666","0.829199","1.031795","1.047288","0 out of 10","0 out of 9","0 out of 10"
"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","Chicago","IL","60613","COOK","0.987666","0.829199","1.035567","1.000216","0 out of 10","1 out of 9","1 out of 10"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","Dekalb","IL","60115","DE KALB","0.987666","0.829199","0.988183","1.048981","0 out of 10","0 out of 9","0 out of 10"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","Chicago","IL","60621","COOK","0.987666","0.829199","1.073595","1.030561","0 out of 10","1 out of 9","1 out of 10"
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","Honolulu","HI","96813","HONOLULU","0.987666","0.829199","0.891516","0.944769","3 out of 10","0 out of 9","3 out of 10"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","Oak Lawn","IL","60453","COOK","0.987666","0.829199","1.031548","1.037551","0 out of 10","0 out of 9","0 out of 10"
"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","Oak Park","IL","60304","COOK","0.987666","0.829199","1.004030","0.995427","0 out of 10","0 out of 9","0 out of 10"
"140127","ADVOCATE BROMENN MEDICAL CENTER","1304 FRANKLIN AVENUE","Normal","IL","61761","MCLEAN","0.987666","0.829199","0.967264","0.956305","2 out of 10","0 out of 9","2 out of 10"
