Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","Fairbanks","AK","99701","FAIRBANKS","0.851458","0.871669","0.851732","0.872711","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.870757","0.880197","0 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.877421","0.883177","1 out of 10","1 out of 9","1 out of 10"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","Anchorage","AK","99508","ANCHORAGE","0.851458","0.871669","0.848284","0.872532","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.879690","0.888909","3 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.866076","0.876162","Not Available","Not Available","Not Available"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.851458","0.871669","0.846450","0.861883","Not Available","Not Available","Not Available","0.881794","0.903985","0.883208","0.882429","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.891365","0.862258","0 out of 10","0 out of 9","0 out of 10"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","Anchorage","AK","99508","ANCHORAGE","0.851458","0.871669","0.843796","0.868574","8 out of 10","Not Available","8 out of 10","0.881794","0.903985","0.866670","0.878330","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.869576","0.884086","1 out of 10","3 out of 9","3 out of 10"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","Phoenix","AZ","85031","MARICOPA","0.851458","0.871669","0.850288","0.858038","Not Available","Not Available","Not Available","0.881794","0.903985","0.879591","0.885974","Not Available","Not Available","Not Available","0.882986","0.908124","0.887982","0.891384","Not Available","Not Available","Not Available"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","Phoenix","AZ","85006","MARICOPA","0.851458","0.871669","0.865181","0.858561","4 out of 10","0 out of 9","4 out of 10","0.881794","0.903985","0.886641","0.883058","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.900538","0.897495","6 out of 10","0 out of 9","6 out of 10"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","Tucson","AZ","85712","PIMA","0.851458","0.871669","0.853152","0.841737","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.860674","0.879038","0 out of 10","4 out of 9","4 out of 10","0.882986","0.908124","0.867249","0.890538","3 out of 10","5 out of 9","5 out of 10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","86326","YAVAPAI","0.851458","0.871669","0.848320","0.859640","4 out of 10","4 out of 9","4 out of 10","0.881794","0.903985","0.886203","0.886639","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.873095","0.881029","0 out of 10","2 out of 9","2 out of 10"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","Tucson","AZ","85745","PIMA","0.851458","0.871669","0.828882","0.858844","4 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.868950","0.859687","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.889483","0.888772","3 out of 10","0 out of 9","3 out of 10"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","Tucson","AZ","85711","PIMA","0.851458","0.871669","0.822854","0.863466","6 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.889569","0.869120","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.846699","0.899846","7 out of 10","8 out of 9","8 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","86301","YAVAPAI","0.851458","0.871669","0.839207","0.855837","2 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.877458","0.871574","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.880676","0.855622","0 out of 10","0 out of 9","0 out of 10"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","85364","YUMA","0.851458","0.871669","0.870175","0.872557","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.879872","0.872862","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.832202","0.883853","1 out of 10","6 out of 9","6 out of 10"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","Scottsdale","AZ","85258","MARICOPA","0.851458","0.871669","0.841595","0.857281","3 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.884513","0.860161","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.888984","0.899084","6 out of 10","5 out of 9","6 out of 10"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","Casa Grande","AZ","85122","PINAL","0.851458","0.871669","0.848338","0.867505","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.884326","0.882992","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.859206","0.877115","0 out of 10","3 out of 9","3 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","Phoenix","AZ","85008","MARICOPA","0.851458","0.871669","0.855688","0.862518","Not Available","Not Available","Not Available","0.881794","0.903985","0.883586","0.885247","Not Available","Not Available","Not Available","0.882986","0.908124","0.887326","0.889864","Not Available","Not Available","Not Available"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","0.851458","0.871669","0.865429","0.856944","3 out of 10","0 out of 9","3 out of 10","0.881794","0.903985","0.872701","0.898768","7 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.900655","0.890069","3 out of 10","0 out of 9","3 out of 10"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","85013","MARICOPA","0.851458","0.871669","0.847767","0.869208","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.892538","0.900271","8 out of 10","6 out of 9","8 out of 10","0.882986","0.908124","0.895573","0.884504","1 out of 10","0 out of 9","1 out of 10"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","Phoenix","AZ","85015","MARICOPA","0.851458","0.871669","0.852537","0.845331","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.902613","0.885959","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.865870","0.896955","6 out of 10","7 out of 9","7 out of 10"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","85541","GILA","0.851458","0.871669","0.854685","0.869950","9 out of 10","Not Available","9 out of 10","0.881794","0.903985","0.869259","0.875768","0 out of 10","1 out of 9","1 out of 10","0.882986","0.908124","0.876619","0.890671","3 out of 10","4 out of 9","4 out of 10"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","Chandler","AZ","85224","MARICOPA","0.851458","0.871669","0.843893","0.872310","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.870641","0.908977","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.891258","0.882246","0 out of 10","0 out of 9","0 out of 10"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","Phoenix","AZ","85006","MARICOPA","0.851458","0.871669","0.850600","0.848260","0 out of 10","Not Available","0 out of 10","0.881794","0.903985","0.882169","0.872096","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.867672","0.879596","Not Available","Not Available","Not Available"
"030038","SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","Scottsdale","AZ","85251","MARICOPA","0.851458","0.871669","0.855228","0.852782","1 out of 10","0 out of 9","1 out of 10","0.881794","0.903985","0.897561","0.908724","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.881247","0.889235","3 out of 10","2 out of 9","3 out of 10"
"030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","Sierra Vista","AZ","85635","COCHISE","0.851458","0.871669","0.842225","0.862353","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.890333","0.879567","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.898052","0.892501","4 out of 10","0 out of 9","4 out of 10"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","Kingman","AZ","86409","MOHAVE","0.851458","0.871669","0.833426","0.861572","5 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.897808","0.879833","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.883984","0.889662","3 out of 10","2 out of 9","3 out of 10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","Sun City","AZ","85351","MARICOPA","0.851458","0.871669","0.843224","0.866846","7 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.888527","0.881958","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.902636","0.913365","10 out of 10","9 out of 9","10 out of 10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 EAST SHOW LOW LAKE ROAD","Show Low","AZ","85901","NAVAJO","0.851458","0.871669","0.857486","0.858733","4 out of 10","0 out of 9","4 out of 10","0.881794","0.903985","0.880117","0.899941","8 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.900249","0.896714","5 out of 10","0 out of 9","5 out of 10"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","Tucson","AZ","85724","PIMA","0.851458","0.871669","0.855939","0.865921","7 out of 10","6 out of 9","7 out of 10","0.881794","0.903985","0.864259","0.900009","8 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.890782","0.885818","2 out of 10","0 out of 9","2 out of 10"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","Mesa","AZ","85202","MARICOPA","0.851458","0.871669","0.842735","0.870698","9 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.885402","0.895724","6 out of 10","5 out of 9","6 out of 10","0.882986","0.908124","0.888382","0.901934","7 out of 10","6 out of 9","7 out of 10"
"030068","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","Safford","AZ","85546","GRAHAM","0.851458","0.871669","0.844393","0.862523","Not Available","Not Available","Not Available","0.881794","0.903985","0.855224","0.884737","Not Available","Not Available","Not Available","0.882986","0.908124","0.893214","0.876199","0 out of 10","0 out of 9","0 out of 10"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","Lake Havasu City","AZ","86403","MOHAVE","0.851458","0.871669","0.826848","0.847790","0 out of 10","4 out of 9","4 out of 10","0.881794","0.903985","0.880161","0.867921","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.863157","0.885237","1 out of 10","4 out of 9","4 out of 10"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","Tuba City","AZ","86045","COCONINO","0.851458","0.871669","0.851611","0.862570","Not Available","Not Available","Not Available","0.881794","0.903985","0.890927","0.889599","Not Available","Not Available","Not Available","0.882986","0.908124","0.881268","0.893985","4 out of 10","4 out of 9","4 out of 10"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","85016","MARICOPA","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","0.884234","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","0.885858","0.880275","Not Available","Not Available","Not Available"
"030083","ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD","Phoenix","AZ","85032","MARICOPA","0.851458","0.871669","0.851611","0.859177","4 out of 10","3 out of 9","4 out of 10","0.881794","0.903985","0.872735","0.884849","2 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.871156","0.888691","3 out of 10","4 out of 9","4 out of 10"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","Chinle","AZ","86503","APACHE","0.851458","0.871669","0.855292","0.861115","Not Available","Not Available","Not Available","0.881794","0.903985","0.878156","0.880545","Not Available","Not Available","Not Available","0.882986","0.908124","0.902543","0.865468","0 out of 10","0 out of 9","0 out of 10"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","Tucson","AZ","85741","PIMA","0.851458","0.871669","0.831595","0.846488","0 out of 10","3 out of 9","3 out of 10","0.881794","0.903985","0.855882","0.874615","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.860377","0.895674","5 out of 10","7 out of 9","7 out of 10"
"030087","SCOTTSDALE SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","Scottsdale","AZ","85260","MARICOPA","0.851458","0.871669","0.855703","0.866308","7 out of 10","6 out of 9","7 out of 10","0.881794","0.903985","0.903705","0.881639","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.894579","0.894490","5 out of 10","0 out of 9","5 out of 10"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","Mesa","AZ","85206","MARICOPA","0.851458","0.871669","0.846422","0.861981","5 out of 10","Not Available","5 out of 10","0.881794","0.903985","0.876175","0.889192","4 out of 10","4 out of 9","4 out of 10","0.882986","0.908124","0.899438","0.904217","8 out of 10","5 out of 9","8 out of 10"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","Glendale","AZ","85306","MARICOPA","0.851458","0.871669","0.835507","0.871513","9 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.898243","0.884007","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.911183","0.892726","4 out of 10","0 out of 9","4 out of 10"
"030092","HONORHEALTH DEER VALLEY MEDICAL CENTER","19829 NORTH 27TH AVENUE","Scottsdale","AZ","85258","MARICOPA","0.851458","0.871669","0.863869","0.867045","7 out of 10","4 out of 9","7 out of 10","0.881794","0.903985","0.885791","0.893082","5 out of 10","4 out of 9","5 out of 10","0.882986","0.908124","0.898517","0.891237","3 out of 10","0 out of 9","3 out of 10"
"030093","BANNER DEL E. WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","Mesa","AZ","85202","MARICOPA","0.851458","0.871669","0.861777","0.865760","7 out of 10","4 out of 9","7 out of 10","0.881794","0.903985","0.880385","0.876941","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.875371","0.883918","1 out of 10","2 out of 9","2 out of 10"
"030094","ABRAZO ARROWHEAD CAMPUS","18701 NORTH 67TH AVENUE","Glendale","AZ","85308","MARICOPA","0.851458","0.871669","0.853127","0.870041","9 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.889483","0.862253","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.886066","0.895545","5 out of 10","4 out of 9","5 out of 10"
"030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","Bullhead City","AZ","86442","MOHAVE","0.851458","0.871669","0.841105","0.853679","1 out of 10","4 out of 9","4 out of 10","0.881794","0.903985","0.876236","0.862460","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.889818","0.882317","0 out of 10","0 out of 9","0 out of 10"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","Phoenix","AZ","85054","MARICOPA","0.851458","0.871669","0.862896","0.878893","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.894473","0.901520","9 out of 10","7 out of 9","9 out of 10","0.882986","0.908124","0.914574","0.913049","10 out of 10","0 out of 9","10 out of 10"
"030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","Mesa","AZ","85206","MARICOPA","0.851458","0.871669","0.853613","0.866523","7 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.899632","0.912230","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.858653","0.889928","Not Available","Not Available","Not Available"
"030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","Mesa","AZ","85206","MARICOPA","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"030110","ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD","Goodyear","AZ","85395","MARICOPA","0.851458","0.871669","0.839817","0.861881","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.878186","0.877228","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.880127","0.890500","3 out of 10","3 out of 9","3 out of 10"
"030111","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","2800 EAST AJO WAY","Tucson","AZ","85713","PIMA","0.851458","0.871669","0.843564","0.859801","4 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.886089","0.881739","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.882442","0.891365","3 out of 10","3 out of 9","3 out of 10"
"030112","ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP","2905 WEST WARNER ROAD","Chandler","AZ","85225","MARICOPA","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","Oro Valley","AZ","85755","PIMA","0.851458","0.871669","0.846482","0.867713","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.879584","0.877592","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.893034","0.871724","0 out of 10","0 out of 9","0 out of 10"
"030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","Phoenix","AZ","85037","MARICOPA","0.851458","0.871669","0.856737","0.867505","8 out of 10","7 out of 9","8 out of 10","0.881794","0.903985","0.875100","0.907038","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.899082","0.890852","3 out of 10","0 out of 9","3 out of 10"
