"State","HCAHPS Question","HCAHPS Measure ID","HCAHPS Answer Description","HCAHPS Answer Percent","Footnote","Measure Start Date","Measure End Date"
"CA","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","71","","04/01/2015","03/31/2016"
"CA","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","10","","04/01/2015","03/31/2016"
"CA","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","19","","04/01/2015","03/31/2016"
"CA","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","75","","04/01/2015","03/31/2016"
"CA","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","6","","04/01/2015","03/31/2016"
"CA","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","19","","04/01/2015","03/31/2016"
"CA","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","78","","04/01/2015","03/31/2016"
"CA","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","6","","04/01/2015","03/31/2016"
"CA","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","16","","04/01/2015","03/31/2016"
"CA","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","61","","04/01/2015","03/31/2016"
"CA","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","12","","04/01/2015","03/31/2016"
"CA","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","27","","04/01/2015","03/31/2016"
"CA","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","68","","04/01/2015","03/31/2016"
"CA","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","8","","04/01/2015","03/31/2016"
"CA","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","24","","04/01/2015","03/31/2016"
"CA","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","61","","04/01/2015","03/31/2016"
"CA","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","20","","04/01/2015","03/31/2016"
"CA","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","19","","04/01/2015","03/31/2016"
"CA","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","15","","04/01/2015","03/31/2016"
"CA","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","85","","04/01/2015","03/31/2016"
"CA","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","45","","04/01/2015","03/31/2016"
"CA","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","7","","04/01/2015","03/31/2016"
"CA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","48","","04/01/2015","03/31/2016"
"CA","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","9","","04/01/2015","03/31/2016"
"CA","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","23","","04/01/2015","03/31/2016"
"CA","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","68","","04/01/2015","03/31/2016"
"CA","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","52","","04/01/2015","03/31/2016"
"CA","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","H_QUIET_HSP_SN_P","""Sometimes"" or ""never"" quiet at night","16","","04/01/2015","03/31/2016"
"CA","Patients who reported that the area around their room was ""Usually"" quiet at night","H_QUIET_HSP_U_P","""Usually"" quiet at night","32","","04/01/2015","03/31/2016"
"CA","Patients who reported NO, they would probably not or definitely not recommend the hospital","H_RECMND_DN","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","7","","04/01/2015","03/31/2016"
"CA","Patients who reported YES, they would definitely recommend the hospital","H_RECMND_DY","""YES"", patients would definitely recommend the hospital","69","","04/01/2015","03/31/2016"
"CA","Patients who reported YES, they would probably recommend the hospital","H_RECMND_PY","""YES"", patients would probably recommend the hospital","24","","04/01/2015","03/31/2016"
"CO","Patients who reported that their room and bathroom were ""Always"" clean","H_CLEAN_HSP_A_P","Room was ""always"" clean","75","","04/01/2015","03/31/2016"
"CO","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","H_CLEAN_HSP_SN_P","Room was ""sometimes"" or ""never"" clean","7","","04/01/2015","03/31/2016"
"CO","Patients who reported that their room and bathroom were ""Usually"" clean","H_CLEAN_HSP_U_P","Room was ""usually"" clean","18","","04/01/2015","03/31/2016"
"CO","Patients who reported that their nurses ""Always"" communicated well","H_COMP_1_A_P","Nurses ""always"" communicated well","80","","04/01/2015","03/31/2016"
"CO","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","H_COMP_1_SN_P","Nurses ""sometimes"" or ""never"" communicated well","3","","04/01/2015","03/31/2016"
"CO","Patients who reported that their nurses ""Usually"" communicated well","H_COMP_1_U_P","Nurses ""usually"" communicated well","17","","04/01/2015","03/31/2016"
"CO","Patients who reported that their doctors ""Always"" communicated well","H_COMP_2_A_P","Doctors ""always"" communicated well","82","","04/01/2015","03/31/2016"
"CO","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","H_COMP_2_SN_P","Doctors ""sometimes"" or ""never"" communicated well","3","","04/01/2015","03/31/2016"
"CO","Patients who reported that their doctors ""Usually"" communicated well","H_COMP_2_U_P","Doctors ""usually"" communicated well","15","","04/01/2015","03/31/2016"
"CO","Patients who reported that they ""Always"" received help as soon as they wanted","H_COMP_3_A_P","Patients ""always"" received help as soon as they wanted","70","","04/01/2015","03/31/2016"
"CO","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","H_COMP_3_SN_P","Patients ""sometimes"" or ""never"" received help as soon as they wanted","6","","04/01/2015","03/31/2016"
"CO","Patients who reported that they ""Usually"" received help as soon as they wanted","H_COMP_3_U_P","Patients ""usually"" received help as soon as they wanted","24","","04/01/2015","03/31/2016"
"CO","Patients who reported that their pain was ""Always"" well controlled","H_COMP_4_A_P","Pain was ""always"" well controlled","71","","04/01/2015","03/31/2016"
"CO","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","H_COMP_4_SN_P","Pain was ""sometimes"" or ""never"" well controlled","6","","04/01/2015","03/31/2016"
"CO","Patients who reported that their pain was ""Usually"" well controlled","H_COMP_4_U_P","Pain was ""usually"" well controlled","23","","04/01/2015","03/31/2016"
"CO","Patients who reported that staff ""Always"" explained about medicines before giving it to them","H_COMP_5_A_P","Staff ""always"" explained","66","","04/01/2015","03/31/2016"
"CO","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","H_COMP_5_SN_P","Staff ""sometimes"" or ""never"" explained","15","","04/01/2015","03/31/2016"
"CO","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","H_COMP_5_U_P","Staff ""usually"" explained","19","","04/01/2015","03/31/2016"
"CO","Patients who reported that NO, they were not given information about what to do during their recovery at home","H_COMP_6_N_P","No, staff ""did not"" give patients this information","12","","04/01/2015","03/31/2016"
"CO","Patients who reported that YES, they were given information about what to do during their recovery at home","H_COMP_6_Y_P","Yes, staff ""did"" give patients this information","88","","04/01/2015","03/31/2016"
"CO","Patients who “Agree” they understood their care when they left the hospital","H_COMP_7_A","Patients who “Agree” they understood their care when they left the hospital","40","","04/01/2015","03/31/2016"
"CO","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","H_COMP_7_D_SD","Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital","5","","04/01/2015","03/31/2016"
"CO","Patients who ""Strongly Agree"" they understood their care when they left the hospital","H_COMP_7_SA","Patients who “Strongly Agree” they understood their care when they left the hospital","55","","04/01/2015","03/31/2016"
"CO","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_0_6","Patients who gave a rating of ""6"" or lower (low)","6","","04/01/2015","03/31/2016"
"CO","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_7_8","Patients who gave a rating of ""7"" or ""8"" (medium)","19","","04/01/2015","03/31/2016"
"CO","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","H_HSP_RATING_9_10","Patients who gave a rating of ""9"" or ""10"" (high)","75","","04/01/2015","03/31/2016"
"CO","Patients who reported that the area around their room was ""Always"" quiet at night","H_QUIET_HSP_A_P","""Always"" quiet at night","65","","04/01/2015","03/31/2016"
