Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
"MEDICAL CENTER ENTERPRISE","010049","AL","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9427","4.4138","4.6821","Too Few to Report","01-JUL-12","30-JUN-15"
"MEDICAL CENTER ENTERPRISE","010049","AL","READM-30-PN-HRRP","189"," ","0.9261","13.0936","14.1385","21","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-COPD-HRRP","64"," ","1.0207","18.2522","17.8818","13","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-HF-HRRP","Not Available"," ","0.9591","16.7935","17.5098","Too Few to Report","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GREENE COUNTY HOSPITAL","010051","AL","READM-30-PN-HRRP","Not Available"," ","0.9854","16.4353","16.6787","Too Few to Report","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-COPD-HRRP","Not Available"," ","0.9592","18.2009","18.9743","Too Few to Report","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-HF-HRRP","Not Available"," ","0.9791","21.7594","22.2250","Too Few to Report","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","READM-30-PN-HRRP","132"," ","1.0253","16.4668","16.0606","23","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-AMI-HRRP","351"," ","0.9535","13.8729","14.5490","46","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-CABG-HRRP","130"," ","0.9260","12.0247","12.9852","13","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-COPD-HRRP","394"," ","0.8930","16.3107","18.2646","57","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-HF-HRRP","546"," ","0.9299","19.1142","20.5559","100","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-HIP-KNEE-HRRP","533"," ","1.0874","4.7605","4.3779","27","01-JUL-12","30-JUN-15"
"FLOWERS HOSPITAL","010055","AL","READM-30-PN-HRRP","573"," ","0.8760","13.8925","15.8593","73","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-AMI-HRRP","282"," ","1.0090","15.4186","15.2803","44","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-CABG-HRRP","121"," ","1.1556","14.8260","12.8293","23","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-COPD-HRRP","434"," ","1.0217","20.1753","19.7460","89","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-HF-HRRP","529"," ","1.0258","20.8798","20.3546","112","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-HIP-KNEE-HRRP","1529"," ","1.1341","4.6151","4.0694","73","01-JUL-12","30-JUN-15"
"ST VINCENT'S BIRMINGHAM","010056","AL","READM-30-PN-HRRP","769"," ","0.9417","14.9597","15.8863","112","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-COPD-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-HF-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BIBB MEDICAL CENTER","010058","AL","READM-30-PN-HRRP","76"," ","1.0457","16.7387","16.0069","15","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-COPD-HRRP","94"," ","0.9608","18.7558","19.5212","15","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-HF-HRRP","57"," ","1.0201","24.1049","23.6300","15","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"LAWRENCE MEDICAL CENTER","010059","AL","READM-30-PN-HRRP","184"," ","0.8855","15.8980","17.9545","23","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-COPD-HRRP","356"," ","0.9659","18.0532","18.6910","62","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-HF-HRRP","185"," ","1.0337","21.6085","20.9043","42","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0065","4.3591","4.3311","Too Few to Report","01-JUL-12","30-JUN-15"
"HIGHLANDS MEDICAL CENTER","010061","AL","READM-30-PN-HRRP","346"," ","0.9400","15.0658","16.0278","49","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-COPD-HRRP","145"," ","0.9529","16.6022","17.4226","21","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-HF-HRRP","79"," ","0.9466","19.3439","20.4357","12","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WIREGRASS MEDICAL CENTER","010062","AL","READM-30-PN-HRRP","188"," ","0.9761","15.0068","15.3742","27","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-AMI-HRRP","Not Available"," ","0.9422","13.3289","14.1463","Too Few to Report","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-COPD-HRRP","225"," ","0.8441","15.9210","18.8616","25","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-HF-HRRP","278"," ","0.9590","20.3376","21.2074","54","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-HIP-KNEE-HRRP","98"," ","1.2701","6.4073","5.0447","11","01-JUL-12","30-JUN-15"
"RUSSELL HOSPITAL","010065","AL","READM-30-PN-HRRP","406"," ","1.0420","17.2145","16.5199","72","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-COPD-HRRP","90"," ","1.0356","17.5193","16.9163","18","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-HF-HRRP","91"," ","0.9510","19.8141","20.8347","15","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEDICAL CENTER BARBOUR","010069","AL","READM-30-PN-HRRP","115"," ","0.9339","13.3420","14.2861","12","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-COPD-HRRP","109"," ","0.9770","17.8964","18.3180","18","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-HF-HRRP","75"," ","0.9574","19.4603","20.3265","12","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CLAY COUNTY HOSPITAL","010073","AL","READM-30-PN-HRRP","122"," ","0.9685","14.4164","14.8853","16","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-AMI-HRRP","366"," ","1.0669","18.0755","16.9428","70","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-CABG-HRRP","111"," ","1.1001","16.7176","15.1968","22","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-COPD-HRRP","523"," ","0.8597","16.2109","18.8559","75","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-HF-HRRP","639"," ","0.9215","20.8207","22.5950","128","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-HIP-KNEE-HRRP","386"," ","1.3843","6.1183","4.4198","30","01-JUL-12","30-JUN-15"
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","READM-30-PN-HRRP","562"," ","0.9856","17.3947","17.6495","97","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-COPD-HRRP","348"," ","1.0824","19.2006","17.7388","72","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-HF-HRRP","213"," ","1.0493","21.6271","20.6119","49","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9290","4.1546","4.4722","Too Few to Report","01-JUL-12","30-JUN-15"
"ATHENS LIMESTONE HOSPITAL","010079","AL","READM-30-PN-HRRP","303"," ","1.0955","17.5957","16.0613","58","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-AMI-HRRP","Not Available"," ","0.9752","17.1868","17.6244","Too Few to Report","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-COPD-HRRP","348"," ","0.8688","16.1133","18.5458","47","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-HF-HRRP","354"," ","0.9878","21.3985","21.6618","75","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-HIP-KNEE-HRRP","161"," ","1.2266","6.1834","5.0413","14","01-JUL-12","30-JUN-15"
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","READM-30-PN-HRRP","381"," ","1.0696","17.4589","16.3233","70","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-AMI-HRRP","71"," ","1.0463","20.0829","19.1951","17","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-COPD-HRRP","527"," ","1.0449","19.7512","18.9018","107","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-HF-HRRP","675"," ","0.9939","22.1303","22.2659","149","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-HIP-KNEE-HRRP","428"," ","0.9410","4.2482","4.5147","17","01-JUL-12","30-JUN-15"
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","READM-30-PN-HRRP","788"," ","1.0496","17.9540","17.1061","144","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-COPD-HRRP","188"," ","1.0881","19.9256","18.3127","43","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-HF-HRRP","84"," ","0.9788","20.5923","21.0379","16","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"NORTHWEST MEDICAL CENTER","010086","AL","READM-30-PN-HRRP","262"," ","0.9069","14.4650","15.9507","33","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-CABG-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-COPD-HRRP","Not Available"," ","1.0224","21.0107","20.5512","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-HF-HRRP","Not Available"," ","0.9953","17.0919","17.1734","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","READM-30-PN-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-AMI-HRRP","64"," ","1.0687","18.8252","17.6155","16","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-COPD-HRRP","429"," ","1.0761","21.9098","20.3606","99","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-HF-HRRP","231"," ","1.0426","22.6893","21.7626","55","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-HIP-KNEE-HRRP","261"," ","1.0607","5.3049","5.0014","15","01-JUL-12","30-JUN-15"
"WALKER BAPTIST MEDICAL CENTER","010089","AL","READM-30-PN-HRRP","371"," ","0.9645","16.4026","17.0058","59","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-AMI-HRRP","238"," ","1.0793","15.8172","14.6550","42","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-CABG-HRRP","151"," ","0.9381","12.0453","12.8400","16","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-COPD-HRRP","474"," ","1.0344","19.5698","18.9185","95","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-HF-HRRP","614"," ","0.9606","20.1040","20.9277","121","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-HIP-KNEE-HRRP","514"," ","1.0427","4.8993","4.6988","26","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","010090","AL","READM-30-PN-HRRP","685"," ","1.1916","19.3929","16.2740","142","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-COPD-HRRP","91"," ","0.9762","14.8220","15.1826","12","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-HF-HRRP","74"," ","0.9547","18.5668","19.4474","11","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","READM-30-PN-HRRP","Not Available"," ","0.9157","12.5507","13.7066","Too Few to Report","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-AMI-HRRP","480"," ","1.1252","17.5156","15.5672","91","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-CABG-HRRP","162"," ","0.9652","13.1028","13.5751","20","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-COPD-HRRP","1282"," ","0.9944","20.7783","20.8945","266","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-HF-HRRP","1131"," ","1.0439","22.9289","21.9652","262","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-HIP-KNEE-HRRP","796"," ","1.2099","5.4367","4.4936","47","01-JUL-12","30-JUN-15"
"D C H REGIONAL MEDICAL CENTER","010092","AL","READM-30-PN-HRRP","1590"," ","1.1109","19.3994","17.4621","314","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-COPD-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-HF-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HALE COUNTY HOSPITAL","010095","AL","READM-30-PN-HRRP","Not Available"," ","0.9697","14.6707","15.1293","Too Few to Report","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-COPD-HRRP","Not Available"," ","1.0054","16.9724","16.8807","Too Few to Report","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-HF-HRRP","Not Available"," ","1.0058","18.9381","18.8285","Too Few to Report","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ELMORE COMMUNITY HOSPITAL","010097","AL","READM-30-PN-HRRP","Not Available"," ","0.9741","14.7241","15.1149","Too Few to Report","01-JUL-12","30-JUN-15"
