Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"360144","SOUTH POINTE HOSPITAL","20000 HARVARD ROAD","Warrensville Heights","OH","44122","CUYAHOGA","0.951607","0.997739","0.943860","0.947099","0 out of 10","0 out of 9","0 out of 10","0"
"450684","MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH","Humble","TX","77338","HARRIS","0.951607","0.997739","0.989091","0.987109","7 out of 10","0 out of 9","7 out of 10","7"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","Little Rock","AR","72205","PULASKI","0.951607","0.997739","0.826460","0.787149","0 out of 10","0 out of 9","0 out of 10","0"
"070012","ROCKVILLE GENERAL HOSPITAL","31 UNION ST","Rockville","CT","06066","TOLLAND","0.951607","0.997739","0.926829","0.914591","0 out of 10","0 out of 9","0 out of 10","0"
"360179","BETHESDA NORTH","10500 MONTGOMERY ROAD","Cincinnati","OH","45242","HAMILTON","0.951607","0.997739","0.866538","0.973684","5 out of 10","8 out of 9","8 out of 10","8"
"450638","HOUSTON NORTHWEST MEDICAL CENTER","710 CYPRESS CREEK PARKWAY","Houston","TX","77090","HARRIS","0.951607","0.997739","0.963710","0.982249","6 out of 10","5 out of 9","6 out of 10","6"
"190006","UNIVERSITY HOSPITAL & CLINICS","2390 WEST CONGRESS","Lafayette","LA","70506","LAFAYETTE","0.951607","0.997739","0.828671","0.901361","0 out of 10","4 out of 9","4 out of 10","4"
"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","Three Rivers","MI","49093","ST. JOSEPH","0.951607","0.997739","0.834008","0.866935","0 out of 10","2 out of 9","2 out of 10","2"
"260005","SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","300 1ST CAPITOL DR","Saint Charles","MO","63301","ST. CHARLES","0.951607","0.997739","0.994614","0.990619","8 out of 10","0 out of 9","8 out of 10","8"
"450709","HOUSTON METHODIST ST JOHN HOSPITAL","18300 ST JOHN DRIVE","Nassau Bay","TX","77058","HARRIS","0.951607","0.997739","0.941729","0.979667","6 out of 10","6 out of 9","6 out of 10","6"
"340119","CAROLINAS HEALTHCARE SYSTEM STANLY","301 YADKIN ST","Albemarle","NC","28001","STANLY","0.951607","0.997739","0.904348","0.984520","7 out of 10","8 out of 9","8 out of 10","8"
"520048","MERCY MEDICAL CENTER OF OSHKOSH","500 S OAKWOOD RD","Oshkosh","WI","54904","WINNEBAGO","0.951607","0.997739","0.964427","0.995643","9 out of 10","9 out of 9","9 out of 10","9"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","Council Bluffs","IA","51503","POTTAWATTAMIE","0.951607","0.997739","0.911846","0.988732","8 out of 10","8 out of 9","8 out of 10","8"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","Albany","GA","31703","DOUGHERTY","0.951607","0.997739","0.922936","0.700758","0 out of 10","0 out of 9","0 out of 10","0"
"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","Hornell","NY","14843","STEUBEN","0.951607","0.997739","0.978355","0.970696","4 out of 10","0 out of 9","4 out of 10","4"
"220010","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET","Lawrence","MA","01842","ESSEX","0.951607","0.997739","0.927593","0.932515","0 out of 10","0 out of 9","0 out of 10","0"
"250007","MERIT HEALTH BILOXI","150 REYNOIR STREET","Biloxi","MS","39530","HARRISON","0.951607","0.997739","0.996377","0.996409","9 out of 10","0 out of 9","9 out of 10","9"
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","York","PA","17403","YORK","0.951607","0.997739","0.933078","0.969407","4 out of 10","5 out of 9","5 out of 10","5"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","Morgantown","WV","26506","MONONGALIA","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","Darby","PA","19023","DELAWARE","0.951607","0.997739","0.941919","0.969854","4 out of 10","5 out of 9","5 out of 10","5"
"440020","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI","1265 E COLLEGE ST","Pulaski","TN","38478","GILES","0.951607","0.997739","0.964844","0.979920","6 out of 10","4 out of 9","6 out of 10","6"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","Forrest City ","AR","72335","ST. FRANCIS","0.951607","0.997739","0.966387","0.982684","7 out of 10","5 out of 9","7 out of 10","7"
"060116","GOOD SAMARITAN MEDICAL CENTER","200 EXEMPLA CIRCLE","Lafayette","CO","80026","BOULDER","0.951607","0.997739","0.933333","0.994106","9 out of 10","9 out of 9","9 out of 10","9"
"520113","BAY AREA MEDICAL CENTER","3100 SHORE DRIVE","Marinette","WI","54143","MARINETTE","0.951607","0.997739","0.910364","0.948882","0 out of 10","4 out of 9","4 out of 10","4"
"260001","MERCY HOSPITAL JOPLIN","100 MERCY WAY","Joplin","MO","64804","JASPER","0.951607","0.997739","0.936248","0.994329","9 out of 10","9 out of 9","9 out of 10","9"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","Downey","CA","90242","LOS ANGELES","0.951607","0.997739","0.937132","0.973572","5 out of 10","6 out of 9","6 out of 10","6"
"050441","STANFORD HEALTH CARE","300 PASTEUR DRIVE","Stanford","CA","94305","SANTA CLARA","0.951607","0.997739","0.985149","0.991438","8 out of 10","4 out of 9","8 out of 10","8"
"030118","YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS","7700 EAST FLORENTINE ROAD","Prescott Valley","AZ","86314","YAVAPAI","0.951607","0.997739","0.936000","0.913158","0 out of 10","0 out of 9","0 out of 10","0"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","Lancaster","CA","93534","LOS ANGELES","0.951607","0.997739","0.979008","0.948624","0 out of 10","0 out of 9","0 out of 10","0"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","Rock Hill","SC","29730","YORK","0.951607","0.997739","0.914498","0.939341","0 out of 10","2 out of 9","2 out of 10","2"
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","Bay Saint Louis","MS","39520","HANCOCK","0.951607","0.997739","0.927126","0.917391","0 out of 10","0 out of 9","0 out of 10","0"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","Palos Heights","IL","60463","COOK","0.951607","0.997739","0.996534","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","Anchorage","AK","99508","ANCHORAGE","0.951607","0.997739","0.709677","0.731660","0 out of 10","0 out of 9","0 out of 10","0"
"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","Nashua","NH","03060","HILLSBOROUGH","0.951607","0.997739","0.963035","0.933210","0 out of 10","0 out of 9","0 out of 10","0"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","Andalusia","AL","36420","COVINGTON","0.951607","0.997739","0.954416","0.992063","8 out of 10","8 out of 9","8 out of 10","8"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","Vancouver","WA","98686","CLARK","0.951607","0.997739","0.931034","0.985325","7 out of 10","8 out of 9","8 out of 10","8"
"430097","SANFORD ABERDEEN MEDICAL CENTER","2905 3RD AVE SE","Aberdeen","SD","57402","BROWN","0.951607","0.997739","0.909091","0.923547","0 out of 10","1 out of 9","1 out of 10","1"
"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","Wyoming","MI","49519","KENT","0.951607","0.997739","0.954373","0.968028","4 out of 10","3 out of 9","4 out of 10","4"
"140054","MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE","Berwyn","IL","60402","COOK","0.951607","0.997739","0.975564","0.990991","8 out of 10","6 out of 9","8 out of 10","8"
"450844","METHODIST WILLOWBROOK HOSPITAL","18220 TOMBALL PARKWAY","Houston","TX","77070","HARRIS","0.951607","0.997739","0.970414","0.990099","8 out of 10","7 out of 9","8 out of 10","8"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","Silver City","NM","88061","GRANT","0.951607","0.997739","0.891304","0.978495","6 out of 10","8 out of 9","8 out of 10","8"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","Carroll","IA","51401","CARROLL","0.951607","0.997739","0.474903","0.911111","0 out of 10","8 out of 9","8 out of 10","8"
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","Gilbert","AZ","85234","MARICOPA","0.951607","0.997739","0.904255","0.974790","5 out of 10","7 out of 9","7 out of 10","7"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","Boston","MA","02124","SUFFOLK","0.951607","0.997739","0.919598","0.926901","0 out of 10","0 out of 9","0 out of 10","0"
"490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","Mechanicsville","VA","23116","HANOVER","0.951607","0.997739","0.950820","0.993641","9 out of 10","9 out of 9","9 out of 10","9"
"670041","SETON MEDICAL CENTER WILLIAMSON","201 SETON PARKWAY","Round Rock","TX","78664","WILLIAMSON","0.951607","0.997739","0.979554","0.989529","8 out of 10","5 out of 9","8 out of 10","8"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","Indianapolis","IN","46260","MARION","0.951607","0.997739","0.896422","0.969035","4 out of 10","7 out of 9","7 out of 10","7"
"360054","HOLZER MEDICAL CENTER","100 JACKSON PIKE","Gallipolis","OH","45631","GALLIA","0.951607","0.997739","0.961712","0.977716","6 out of 10","4 out of 9","6 out of 10","6"
"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","Crossville","TN","38555","CUMBERLAND","0.951607","0.997739","0.877682","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET","110 REHILL AVE","Somerville","NJ","08876","SOMERSET","0.951607","0.997739","0.885017","0.978799","6 out of 10","8 out of 9","8 out of 10","8"
"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","Honesdale","PA","18431","WAYNE","0.951607","0.997739","0.979592","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"460042","LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE","Bountiful","UT","84010","DAVIS","0.951607","0.997739","0.968825","0.968037","4 out of 10","0 out of 9","4 out of 10","4"
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE","Los Angeles","CA","90034","LOS ANGELES","0.951607","0.997739","0.798131","0.961039","2 out of 10","8 out of 9","8 out of 10","8"
"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","Doylestown","PA","18901","BUCKS","0.951607","0.997739","0.966330","0.954003","1 out of 10","0 out of 9","1 out of 10","1"
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","Leesville","LA","71446","VERNON","0.951607","0.997739","1.000000","0.976744","5 out of 10","0 out of 9","5 out of 10","5"
"520196","OAKLEAF SURGICAL HOSPITAL","1000 OAKLEAF WAY","Altoona","WI","54720","EAU CLAIRE","0.951607","0.997739","0.983740","0.975758","5 out of 10","0 out of 9","5 out of 10","5"
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","Moses Lake","WA","98837","GRANT","0.951607","0.997739","0.790476","0.772727","0 out of 10","0 out of 9","0 out of 10","0"
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","Riverhead","NY","11901","SUFFOLK","0.951607","0.997739","0.924694","0.930408","0 out of 10","0 out of 9","0 out of 10","0"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","Virginia Beach","VA","23456","VIRGINIA BEACH CITY","0.951607","0.997739","0.943470","0.950640","0 out of 10","1 out of 9","1 out of 10","1"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","Tarboro","NC","27886","EDGECOMBE","0.951607","0.997739","0.941691","0.988095","8 out of 10","8 out of 9","8 out of 10","8"
"380027","MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY","Roseburg","OR","97470","DOUGLAS","0.951607","0.997739","0.967093","0.964286","3 out of 10","0 out of 9","3 out of 10","3"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","Dallas","TX","75246","DALLAS","0.951607","0.997739","0.972376","0.995968","9 out of 10","9 out of 9","9 out of 10","9"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","Olympia","WA","98506","THURSTON","0.951607","0.997739","0.895717","0.937500","0 out of 10","4 out of 9","4 out of 10","4"
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","Barre","VT","05641","WASHINGTON","0.951607","0.997739","0.996540","0.986150","7 out of 10","0 out of 9","7 out of 10","7"
"370156","PAULS VALLEY HOSPITAL AUTHORITY","100 VALLEY DRIVE","Pauls Valley","OK","73075","GARVIN","0.951607","0.997739","0.655022","0.719388","0 out of 10","1 out of 9","1 out of 10","1"
"150109","FRANCISCAN HEALTH LAFAYETTE","1701 S CREASY LN","Lafayette","IN","47905","TIPPECANOE","0.951607","0.997739","0.977366","0.973415","5 out of 10","0 out of 9","5 out of 10","5"
"450872","USMD HOSPITAL AT ARLINGTON L P","801 W INTERSTATE 20","Arlington","TX","76017","TARRANT","0.951607","0.997739","0.943894","0.994444","9 out of 10","9 out of 9","9 out of 10","9"
"230303","WEST SHORE MEDICAL CENTER","1465 E PARKDALE AVE","Manistee","MI","49660","MANISTEE","0.951607","0.997739","Not Available","0.928270","0 out of 10","Not Available","0 out of 10","0"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","Knoxville","TN","37917","KNOX","0.951607","0.997739","0.960305","0.934370","0 out of 10","0 out of 9","0 out of 10","0"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","Bryn Mawr","PA","19010","DELAWARE","0.951607","0.997739","0.882353","0.868321","0 out of 10","0 out of 9","0 out of 10","0"
"060119","MEDICAL CENTER OF THE ROCKIES","2500 ROCKY MOUNTAIN AVENUE","Loveland","CO","80538","LARIMER","0.951607","0.997739","0.870544","0.948473","0 out of 10","6 out of 9","6 out of 10","6"
"100291","WUESTHOFF MEDICAL CENTER-MELBOURNE","250 NORTH WICKHAM ROAD","Melbourne","FL","32935","BREVARD","0.951607","0.997739","0.939698","0.997442","9 out of 10","9 out of 9","9 out of 10","9"
"370172","CHOCTAW NATION HEALTH SERVICES AUTHORITY","1 CHOCTAW WAY","Talihina","OK","74571","LATIMER","0.951607","0.997739","0.617424","0.715026","0 out of 10","2 out of 9","2 out of 10","2"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","16906 SOUTHWEST FREEWAY","Sugar Land","TX","77478","FORT BEND","0.951607","0.997739","0.971014","0.970874","4 out of 10","0 out of 9","4 out of 10","4"
"190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","Baton Rouge","LA","70808","EAST BATON ROUGE","0.951607","0.997739","0.984321","0.973958","5 out of 10","0 out of 9","5 out of 10","5"
"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE","Clearfield","PA","16830","CLEARFIELD","0.951607","0.997739","0.996154","0.993127","9 out of 10","0 out of 9","9 out of 10","9"
"370001","HILLCREST MEDICAL CENTER","1120 SOUTH UTICA AVENUE","Tulsa","OK","74104","TULSA","0.951607","0.997739","0.942400","0.940741","0 out of 10","0 out of 9","0 out of 10","0"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","San Francisco","CA","94109","SAN FRANCISCO","0.951607","0.997739","0.971014","0.980392","6 out of 10","3 out of 9","6 out of 10","6"
"050738","GREATER EL MONTE COMMUNITY HOSPITAL","1701 SANTA ANITA AVE","South El Monte","CA","91733","LOS ANGELES","0.951607","0.997739","0.831858","0.975684","5 out of 10","8 out of 9","8 out of 10","8"
"390133","LEHIGH VALLEY HOSPITAL","1200 SOUTH CEDAR CREST BOULVARD","Allentown","PA","18105","LEHIGH","0.951607","0.997739","0.964727","0.775728","0 out of 10","0 out of 9","0 out of 10","0"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","Lebanon","PA","17042","LEBANON","0.951607","0.997739","0.852772","0.905039","0 out of 10","3 out of 9","3 out of 10","3"
"490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","9507 HOSPITAL AVENUE","Nassawadox","VA","23413","NORTHAMPTON","0.951607","0.997739","0.944272","0.983051","7 out of 10","7 out of 9","7 out of 10","7"
"330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","New Rochelle","NY","10802","WESTCHESTER","0.951607","0.997739","0.979253","0.945554","0 out of 10","0 out of 9","0 out of 10","0"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","Swainsboro","GA","30401","EMANUEL","0.951607","0.997739","0.892157","0.816770","0 out of 10","0 out of 9","0 out of 10","0"
"050390","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE","Hemet","CA","92543","RIVERSIDE","0.951607","0.997739","0.805611","0.863813","0 out of 10","3 out of 9","3 out of 10","3"
"070027","MANCHESTER MEMORIAL HOSPITAL","71 HAYNES ST","Manchester","CT","06040","HARTFORD","0.951607","0.997739","0.947368","0.966667","3 out of 10","3 out of 9","3 out of 10","3"
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","Taunton","MA","02780","BRISTOL","0.951607","0.997739","0.890467","0.953291","1 out of 10","5 out of 9","5 out of 10","5"
"360355","OHIO VALLEY MEDICAL CENTER, LLC","100 WEST MAIN STREET","Springfield","OH","45502","CLARK","0.951607","0.997739","0.976864","0.942373","0 out of 10","0 out of 9","0 out of 10","0"
"050568","MADERA COMMUNITY HOSPITAL","1250 E ALMOND AVE","Madera","CA","93637","MADERA","0.951607","0.997739","0.951880","0.934605","0 out of 10","0 out of 9","0 out of 10","0"
"450634","DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST","Denton","TX","76210","DENTON","0.951607","0.997739","0.969440","0.995025","9 out of 10","9 out of 9","9 out of 10","9"
"360245","GLENBEIGH HEALTH SOURCES","2863 STATE ROUTE 45","Rock Creek","OH","44084","ASHTABULA","0.951607","0.997739","1.000000","0.960784","2 out of 10","0 out of 9","2 out of 10","2"
"370006","ALLIANCEHEALTH PONCA CITY","1900 NORTH 14TH STREET","Ponca City","OK","74601","KAY","0.951607","0.997739","1.000000","0.996139","9 out of 10","0 out of 9","9 out of 10","9"
"360145","UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","630 EAST RIVER STREET","Elyria","OH","44035","LORAIN","0.951607","0.997739","0.949664","0.984746","7 out of 10","7 out of 9","7 out of 10","7"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","Carson City","NV","89703","CARSON CITY","0.951607","0.997739","0.990440","0.987306","7 out of 10","0 out of 9","7 out of 10","7"
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","Claremore","OK","74017","ROGERS","0.951607","0.997739","0.874459","0.822835","0 out of 10","0 out of 9","0 out of 10","0"
"390162","EASTON HOSPITAL","250 SOUTH 21ST STREET","Easton","PA","18042","NORTHAMPTON","0.951607","0.997739","0.975155","0.993377","9 out of 10","8 out of 9","9 out of 10","9"
"230081","MUNSON HEALTHCARE CADILLAC HOSPITAL","400 HOBART ST","Cadillac","MI","49601","WEXFORD","0.951607","0.997739","0.945860","0.962382","3 out of 10","3 out of 9","3 out of 10","3"
"330268","COBLESKILL REGIONAL HOSPITAL","178 GRANDVIEW DRIVE","Cobleskill","NY","12043","SCHOHARIE","0.951607","0.997739","0.949074","0.975000","5 out of 10","5 out of 9","5 out of 10","5"
"140127","ADVOCATE BROMENN MEDICAL CENTER","1304 FRANKLIN AVENUE","Normal","IL","61761","MCLEAN","0.951607","0.997739","0.975045","0.992308","8 out of 10","7 out of 9","8 out of 10","8"
"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  POST OFFICE BOX 6000","Rapid City","SD","57701","PENNINGTON","0.951607","0.997739","0.892250","0.903882","0 out of 10","1 out of 9","1 out of 10","1"
"050775","TEMECULA VALLEY HOSPITAL","31700 TEMECULA PKWY","Temecula","CA","92592","RIVERSIDE","0.951607","0.997739","Not Available","0.993127","9 out of 10","Not Available","9 out of 10","9"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","Banning","CA","92220","RIVERSIDE","0.951607","0.997739","0.969697","0.861538","0 out of 10","0 out of 9","0 out of 10","0"
"380005","ASANTE ASHLAND COMMUNITY HOSPITAL","280 MAPLE STREET","Ashland","OR","97520","JACKSON","0.951607","0.997739","0.987854","0.983806","7 out of 10","0 out of 9","7 out of 10","7"
"100117","BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","Jacksonville Beach","FL","32250","DUVAL","0.951607","0.997739","0.959381","0.984991","7 out of 10","6 out of 9","7 out of 10","7"
"370047","MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST","Ardmore","OK","73401","CARTER","0.951607","0.997739","0.910331","0.987879","8 out of 10","8 out of 9","8 out of 10","8"
"360107","BELLEVUE HOSPITAL","1400 WEST MAIN STREET","Bellevue","OH","44811","SANDUSKY","0.951607","0.997739","0.566820","0.588496","0 out of 10","0 out of 9","0 out of 10","0"
"310005","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","Flemington","NJ","08822","HUNTERDON","0.951607","0.997739","0.958333","0.967985","4 out of 10","2 out of 9","4 out of 10","4"
