"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AZ","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","51","","04/01/2015","03/31/2016"
"CA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","63","","04/01/2015","03/31/2016"
"CO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","56","","04/01/2015","03/31/2016"
"CT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","40","","04/01/2015","03/31/2016"
"DC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"DE","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"FL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","72","","04/01/2015","03/31/2016"
"GA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","46","","04/01/2015","03/31/2016"
"GU","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"HI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","85","","04/01/2015","03/31/2016"
"IA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","38","","04/01/2015","03/31/2016"
"ID","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","62","","04/01/2015","03/31/2016"
"IL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","76","","04/01/2015","03/31/2016"
"IN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","50","","04/01/2015","03/31/2016"
"KS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","35","","04/01/2015","03/31/2016"
"KY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","66","","04/01/2015","03/31/2016"
"LA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","51","","04/01/2015","03/31/2016"
"MA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","71","","04/01/2015","03/31/2016"
"MD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","79","","04/01/2015","03/31/2016"
"ME","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","81","","04/01/2015","03/31/2016"
"MI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","72","","04/01/2015","03/31/2016"
"MN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53","","04/01/2015","03/31/2016"
"MO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","47","","04/01/2015","03/31/2016"
"MP","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"MS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","41","","04/01/2015","03/31/2016"
"MT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","47","","04/01/2015","03/31/2016"
"NC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","59","","04/01/2015","03/31/2016"
"ND","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","40","","04/01/2015","03/31/2016"
"NE","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","44","","04/01/2015","03/31/2016"
"NH","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","71","","04/01/2015","03/31/2016"
"NJ","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","78","","04/01/2015","03/31/2016"
"NM","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","59","","04/01/2015","03/31/2016"
"NV","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53","","04/01/2015","03/31/2016"
"NY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","61","","04/01/2015","03/31/2016"
"OH","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45","","04/01/2015","03/31/2016"
"OK","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53","","04/01/2015","03/31/2016"
"OR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53","","04/01/2015","03/31/2016"
"PA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","49","","04/01/2015","03/31/2016"
"PR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","50","","04/01/2015","03/31/2016"
"RI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
